source,target,weight
FOXJ3,ENO1,0.9609646798343339
GMEB1,PRKCZ-AS1,0.960937711870973
FUBP1,LRRC8D,0.9609311372883604
E2F2,PABPC4,0.9605249520516739
GLIS1,RBM15-AS1,0.9597881976441136
NFYC,MYSM1,0.9595703013971765
ENO1,AGTRAP,0.9592339375434575
GMEB1,CA6,0.959158900525281
ZNF684,MRTO4,0.9589744443565034
ID3,THEMIS2,0.9589542476244064
E2F2,LRRC7,0.9588274032504336
NFIA,GBP3,0.9587074509998595
NFYC,STK40,0.9586285818144462
ID3,CTBS,0.9583556016361647
MTF1,MKNK1-AS1,0.9582680883696584
GMEB1,WDTC1,0.9581351911348441
FUBP1,CCDC24,0.9578694045451978
NFIA,GIPC2,0.957676804605633
NFIA,STRIP1,0.9575804564656373
GMEB1,GNL2,0.9575621384601181
RUNX3,SDHB,0.9575027299528014
ID3,MEAF6,0.9574913915516406
ZNF684,ARHGEF10L,0.9574024043066783
FOXJ3,MROH7,0.9570878566913358
ZNF684,GSTM2,0.9562623294880481
FUBP1,RBP7,0.9562320679475071
ID3,KDM1A,0.956132603931407
RUNX3,CEP85,0.9560015194204584
JUN,DEPDC1,0.9558979106648081
GFI1,PIGK,0.955430386311361
FOXJ3,FNBP1L,0.9553064781740399
FOXJ3,ZSCAN20,0.9553053119076784
YBX1,SLC30A7,0.9552200248306844
NFIA,ODF2L,0.955153813477658
E2F2,TMEM53,0.9547941589830687
FOXJ3,ZNF691,0.9545417065741625
ENO1,LAMTOR5-AS1,0.9545054596198446
POU3F1,GMEB1,0.9538179158529171
NFYC,PLA2G2C,0.953812881037473
NFYC,BMP8A,0.953768281113556
FOXJ3,MOV10,0.9536564071373019
ZNF683,FGGY,0.9535630022719402
POU3F1,FAAH,0.9534835189172022
FUBP1,CAP1,0.953224028920682
JUN,RNF220,0.953162137209235
ENO1,STPG1,0.9530694399110206
YBX1,HPCAL4,0.9529314046185189
HES4,EVA1B,0.9529112299415551
NFYC,CAP1,0.9525363739839681
FUBP1,LINC02801,0.9523658101303799
RUNX3,TNNI3K,0.951539330150254
NFYC,VANGL1,0.9513083592923814
GFI1,INPP5B,0.9512856321096125
HIVEP3,CDC14A,0.9511426566006443
FUBP1,TCEANC2,0.9509701058764634
YBX1,ABCD3,0.9508976864722019
TFAP2E,TMEM39B,0.950814615994563
GFI1,GPN2,0.9506646076852343
JUN,EXOSC10,0.950605878936879
ENO1,ZC3H12A,0.9503343736689787
NFYC,SMPDL3B,0.9499061830687935
GMEB1,MIB2,0.9498905572585191
HIVEP3,CCDC18-AS1,0.9498320214317143
ENO1,MATN1,0.9497181683839818
HES4,TMEM53,0.9496532500391042
NFYC,RNF19B,0.9495734743787572
HIVEP3,HYI-AS1,0.9495539724138962
FUBP1,SDC3,0.9493965919772482
ZNF691,UBIAD1,0.9491584025050622
NFYC,C1orf159,0.9489841023914267
YBX1,GIPC2,0.9487215112816916
FOXJ3,MIB2,0.9486241213014982
FOXJ3,DDOST,0.9482473390163105
YBX1,STRIP1,0.9482139187444042
ENO1,IQCC,0.9481858633106629
FOXJ3,VAV3,0.948093329111197
TFAP2E,NFYC,0.9479175367470114
RUNX3,SFN,0.9477759066271324
GMEB1,ACAP3,0.9472179710397456
FOXD2,PIGK,0.9469444812830876
E2F2,MTFR1L,0.9466482673797602
FOXJ3,MAP7D1,0.9466226148419897
NFYC,EMC1-AS1,0.9465535342237704
ENO1,RNPC3,0.9464890479535184
TP73,SLC16A1-AS1,0.9463212452547014
YBX1,MECR,0.9462610876456591
GMEB1,TEX38,0.9459386620172346
RUNX3,CPLANE2,0.9454820173595222
FUBP1,FABP3,0.9452794091503628
MTF1,ABCD3,0.9451865715051478
GFI1,POMGNT1,0.9451797279568864
YBX1,PTBP2,0.9449523226024789
JUN,ZFP69B,0.9446920225363689
MTF1,ZMYND12,0.9446316217019586
NFYC,DNAJB4,0.944050340039267
YBX1,PDE4B,0.9433211338645489
MTF1,TTC39A,0.9432270458168959
HES4,RSRP1,0.9431856366219245
FUBP1,INTS11,0.9431224560349803
RUNX3,C1orf127,0.9429207797906181
TFAP2E,ELOA-AS1,0.942797351326807
FOXJ3,PDE4B,0.9427414546753884
FOXJ3,CEP85,0.9420157613726383
HIVEP3,ZNF644,0.941818148583577
NFYC,LZIC,0.9417533206981058
ZNF684,FNBP1L,0.9411564549303121
FOXJ3,OMA1,0.9408914169639567
GMEB1,LINC01160,0.9408912105870766
TFAP2E,PADI2,0.9407516810012287
PAX7,TRMT13,0.93996978103704
TFAP2E,CCDC18-AS1,0.9395443397332999
HIVEP3,KIF1B,0.939399784102827
FOXJ3,WRAP73,0.9393364017666772
FOXD2,CYB5RL,0.9391627101695151
FUBP1,SLC16A1,0.9388354252710652
FOXJ3,RTCA,0.9388091659113662
GMEB1,SNIP1,0.9387571107623504
GMEB1,EVI5,0.9382974430073472
NFIA,USP33,0.9381113895043743
NFIA,SPATA21,0.9379094043294213
NFYC,C1orf52,0.9375904208147925
RUNX3,CSMD2,0.937552792079238
ZNF684,EVA1B,0.9374214596968696
RUNX3,MRPS15,0.9372416956405544
FOXJ3,ST7L,0.9370908890524874
TP73,DHCR24,0.9370753570868093
HIVEP3,FCN3,0.9370343078701241
JUN,PUSL1,0.9369759797373243
ENO1,LINC01134,0.9363576621784857
ID3,BTBD8,0.9363165834252847
NFYC,GNAI3,0.9360003035974304
ZNF683,GPSM2,0.9354469720035812
FUBP1,DLGAP3,0.9352579839309528
FUBP1,COL16A1,0.9345362659733887
FUBP1,ST6GALNAC5,0.934232670889436
ZNF683,UTP11,0.9340732600458648
HIVEP3,LRRC39,0.9339672469571838
YBX1,C1orf52,0.933813061748349
HIVEP3,UQCRHL,0.9337929840438307
FUBP1,NEXN,0.9332500119931724
GMEB1,MRPL20,0.9329823598023738
YBX1,GBP3,0.9329703521314799
NFYC,GLIS1,0.9327031128015287
ZNF683,CORT,0.9326983900177209
NFIA,LDLRAD2,0.9325191650503419
YBX1,CNR2,0.9323116274683207
GFI1,KIF2C,0.9322031254664986
HES4,SDC3,0.9320076685948098
GFI1,DDOST,0.9314010373018885
POU3F1,PPIH,0.930701713365954
GMEB1,CDKN2C,0.9304672485889866
NFYC,FAAH,0.930297077081967
FUBP1,TTC39A,0.9292237340888085
GMEB1,FAM76A,0.9291702348145819
HIVEP3,VAV3,0.9291639242869341
NFYC,BEST4,0.9290300117596465
RUNX3,GNG5,0.928852801303319
HES2,PTBP2,0.9287698778820919
YBX1,GTF2B,0.9287395011765078
TP73,ZC3H12A,0.9287052488171001
FOXJ3,DPH2,0.9286645654166288
GMEB1,CAMK2N1,0.928370607141611
FOXJ3,TM2D1,0.9283684600565306
GMEB1,FGGY,0.928179419711743
HIVEP3,LINC01635,0.9280891726598668
HES4,RPF1,0.9280475333062792
TAL1,ZBTB17,0.9277948471397676
NFYC,CAPZA1,0.9277865244010399
GMEB1,MDS2,0.9276565764517829
PAX7,AK5,0.9274352249136493
YBX1,LEPR,0.9272729081051078
YBX1,RNPC3,0.9271982769564594
HES2,VANGL1,0.9270890267306514
ZNF683,CD52,0.9268450490518659
NFIA,SLC25A33,0.9263918826663158
ALX3,ANKRD13C,0.9261167041955651
GMEB1,SERBP1,0.9260800833081633
TP73,BSDC1,0.9259220394040327
FUBP1,FAM167B,0.9258936776468805
HIVEP3,SLC25A34,0.9258353484014082
HIVEP3,ELOVL1,0.9257935929891505
NFIA,SRSF11,0.9255003111456377
YBX1,LPAR3,0.9253691160494429
ZNF684,MIGA1,0.9250308428048326
HES4,LINC01409,0.924993297623863
TP73,ATG4C,0.9241635887506214
TP73,LSM10,0.9240837257718453
ZNF683,TRNAU1AP,0.9238713954561288
FUBP1,MOB3C,0.9238212015270552
FOXJ3,RPL22,0.9237075471384191
FOXJ3,SDF4,0.9234802469361272
E2F2,MUL1,0.9233305994567403
RUNX3,IQCC,0.9232764343502441
FOXJ3,SYPL2,0.9232522097046882
GMEB1,ROR1-AS1,0.9229013175081454
GMEB1,RNPC3,0.9227992499121959
E2F2,COL9A2,0.9224943794964574
MTF1,ZFYVE9,0.9224730447499724
MTF1,GPSM2,0.9223665837165597
FUBP1,KYAT3,0.9222546255701524
RUNX3,EMC1-AS1,0.9221824690946351
ZNF691,B4GALT2,0.9219023754126228
ENO1,TMEM53,0.9215220172694539
FOXO6,PARS2,0.9213566168568125
RUNX3,ARHGEF10L,0.9213048418553672
HIVEP3,ABCA4,0.921046520163408
GMEB1,DPH5,0.9208901311229531
FOXJ3,MRPL20,0.9203757219626176
GMEB1,ALDH4A1,0.9200050464515986
YBX1,KANK4,0.9199541877626773
MTF1,NKAIN1,0.919611988809086
NFYC,TNFRSF14,0.9193903427622349
HES4,ZMYM4-AS1,0.9192636862933675
RUNX3,TM2D1,0.9191715125609399
RUNX3,DLEU2L,0.9191376673429454
GMEB1,SLC6A17,0.9191002419017127
MTF1,ATAD3A,0.9189145645428141
NFYC,CRYBG2,0.9184954864685893
HES4,TPRG1L,0.9183770121942362
HES4,AGTRAP,0.9181625775272441
FOXJ3,KDF1,0.917676454258551
FUBP1,CNR2,0.9175926796090276
HES4,CTTNBP2NL,0.9174057360377375
NFYC,FOXD2,0.9172039566119597
ID3,PEF1,0.917178662175998
NFIA,DVL1,0.9166705340293705
YBX1,PHC2,0.9166343035892289
HES4,H6PD,0.9163017338426768
ZNF691,LINC01128,0.9162519311304903
FUBP1,ATP13A2,0.9161824847620388
RUNX3,NFYC,0.9160280346782855
GMEB1,MED8,0.9158547706892103
YBX1,TRIM45,0.9157855548072025
GFI1,RIMS3,0.9156905934536356
ZNF684,UTS2,0.9155566368419145
ZNF684,ZRANB2-AS1,0.9154921669558073
JUN,CD52,0.9153890300458736
HIVEP3,WNT4,0.9153598060214534
HIVEP3,LRIG2,0.9150880147097574
RUNX3,PRPF38B,0.9149208059711861
ENO1,BSND,0.9148949474911019
RUNX3,INKA2,0.914709852380018
HES4,CNKSR1,0.9146664046837502
HIVEP3,PGM1,0.9146207513478959
E2F2,HMGCL,0.9145487123961151
FOXJ3,TYW3,0.9144193300795602
FOXJ3,TMEM51,0.9139509742504051
HIVEP3,STXBP3,0.9138742580756507
NFYC,NRAS,0.9137645494390022
ZNF683,ZNF326,0.9136708563745956
HES4,ERMAP,0.9131940752513117
RUNX3,TXNDC12,0.9131036084138143
HIVEP3,FYB2,0.9128997970454331
NFYC,ECHDC2,0.9127811765544284
FOXJ3,SNHG12,0.9127303177055082
NFIA,KDM1A,0.9125003355506912
HIVEP3,ANKRD13C,0.9117582837075172
TP73,STMN1,0.9116868850902318
NFIA,EFCAB14-AS1,0.9114645060572334
ZNF684,NBPF1,0.9113761104022035
HES4,INKA2,0.9112359231683638
FUBP1,ST6GALNAC3,0.9111719427140943
GFI1,FOXJ3,0.9110552035334518
FUBP1,CA6,0.9108131815084796
JUN,ALG6,0.9107698741852664
GFI1,DENND2D,0.9105972457703898
NFYC,CASZ1,0.910572459735358
NFIA,LINC02785,0.9104961205961845
GMEB1,RBM15-AS1,0.9103568514564787
FOXO6,NFIA,0.9098630775792208
NFYC,INKA2,0.9097987313413806
E2F2,ACOT11,0.9092141286294927
NFYC,BCL10,0.9089736888747466
GMEB1,CMPK1,0.9089328254890323
FOXJ3,VAV3-AS1,0.9088631507728648
ENO1,TTC4,0.908453564269492
FOXJ3,GBP1,0.9082797533890662
TP73,ZNHIT6,0.9079864779604442
NFYC,ARID1A,0.9079187875819391
NFIA,PINK1-AS,0.9078926442468577
JUN,SYF2,0.9078596232897814
ENO1,JUN,0.9077272542100872
E2F2,MAN1C1,0.9077004938636462
FUBP1,AMY2B,0.9074368921443737
GMEB1,ACOT7,0.9073057120948116
RUNX3,MED8,0.9072787268542296
MTF1,BSND,0.9072479427443421
YBX1,TRNP1,0.9066603864097417
HES2,FBXO42,0.9063955921453426
ID3,LINC01358,0.9063905492427289
FOXJ3,AGO4,0.9062196569510095
TFAP2E,CDA,0.9058082075465372
FUBP1,LINC01712,0.9057703538659065
GMEB1,MRPL20-AS1,0.9052744732867205
ENO1,GABRD,0.904956687590021
NFIA,TTC34,0.9048096703567478
NFYC,SNHG12,0.9047739574012186
POU3F1,CD52,0.9046120674438293
NFYC,CROCC,0.9043804417205079
NFYC,LINC00115,0.9043484277845506
RUNX3,MFN2,0.9038746654296823
GMEB1,TRNP1,0.9032360027191112
HIVEP3,CAP1,0.9031371977879874
HES2,GPSM2,0.9030949067563557
ZNF684,LINC01128,0.9029551116533056
HIVEP3,WDTC1,0.9029257181696986
ZNF684,FGGY,0.9029218319563812
HES4,MUTYH,0.9026073569979736
RUNX3,BCAR3,0.9025782910998538
POU3F1,FGGY,0.9025202090920224
TFAP2E,GMEB1,0.9024424927343015
ENO1,SLC25A33,0.902333258643781
RUNX3,SSBP3-AS1,0.9023197132102894
HIVEP3,CYB561D1,0.9021756058293503
GMEB1,SPATA6,0.9021441551754941
POU3F1,BCAS2,0.9019307590967008
MTF1,UROD,0.9017738913394524
GFI1,LINC01409,0.9017194249854131
TAL1,TM2D1,0.9015472840875534
GFI1,FBXO6,0.900951018043043
ZNF684,DPYD-AS2,0.900528873557269
NFYC,CELA3B,0.900458755586642
NFYC,PLK3,0.9004581670850601
FUBP1,PARK7,0.9003710171484521
NFYC,LAPTM5,0.9000016789839458
NFYC,LINC02785,0.8999226537027566
E2F2,CD53,0.8997522570716523
GMEB1,TMEM50A,0.8996462108537927
HES4,ACAP3,0.8991197921356172
HES2,UBXN11,0.8989685759864798
YBX1,TNNI3K,0.8988119998086769
POU3F1,CZIB,0.8985987566087935
ID3,LINC02777,0.8984941805552282
YBX1,PRXL2B,0.8983718177045735
YBX1,RLF,0.8981911324138584
POU3F1,STRIP1,0.8974704127269549
FUBP1,PRKCZ,0.8972928250929113
POU3F1,PIGV,0.897250487667475
HES2,SLC35D1,0.8969337102845005
FUBP1,SLC25A34,0.8969226808474661
ZNF691,BEST4,0.8967750118192299
NFYC,TMEM35B,0.8964796494994871
NFIA,PTBP2,0.8960251112596588
ID3,CLCC1,0.8956213124587316
YBX1,ATP1A1-AS1,0.8956054944820083
RUNX3,KPNA6,0.8955784262319091
JUN,CCDC27,0.8953436710073648
TFAP2E,USP33,0.8953192335386599
NFIA,KAZN,0.8946600151892312
RUNX3,RHBDL2,0.8946256823595212
MTF1,CTRC,0.8943604624914132
E2F2,ATP1A1,0.893692223476177
TAL1,VANGL1,0.8933512978217989
MTF1,PGM1,0.8932703295696879
GMEB1,KIF17,0.8931805927403532
ENO1,NFIA,0.8929644316529676
JUN,MANEAL,0.8926455610861088
NFIA,TNFRSF9,0.8922711570296307
NFYC,PIGV,0.8921881748972018
NFYC,SDC3,0.892153623027166
NFYC,MUTYH,0.8921466965199721
ID3,DPYD-AS1,0.892054879182564
FUBP1,AMPD2,0.8916084471154406
ENO1,GRHL3,0.8914891390497528
JUN,LINC01707,0.8913121532183297
HIVEP3,LAPTM5,0.8907171405514639
GMEB1,KYAT3,0.8904334168819953
YBX1,FBXO42,0.8904107234656224
HIVEP3,RNF11,0.8902220497583685
ENO1,EIF4G3,0.890022317809172
GMEB1,ZMYM6,0.8898874629204621
FUBP1,COL11A1,0.889808160457682
GMEB1,AKNAD1,0.8897481253472432
RUNX3,CHI3L2,0.8897197363501468
POU3F1,C1orf159,0.8894070666245403
FUBP1,SPATA6,0.889362138195939
FOXJ3,WDTC1,0.8893417977484462
RUNX3,TENT5B,0.8893236748291411
POU3F1,CD2,0.889284564030925
FOXO6,EIF4G3,0.8891712756095127
RUNX3,TESK2,0.8888919466770528
GMEB1,PRKAA2,0.8886024980810264
FUBP1,FBXO44,0.8885503928137145
MTF1,EVA1B,0.8881677798344626
RUNX3,OTUD3,0.888071050424109
NFIA,EIF2B3,0.8879857253472317
E2F2,PLPPR4,0.8876897831580552
HIVEP3,CTTNBP2NL,0.8870113650389795
ZNF684,ERI3,0.8867975395610979
TFAP2E,SYDE2,0.8867839091770061
GMEB1,MOV10,0.8867034351515399
E2F2,SRRM1,0.8866149624094671
YBX1,CAMTA1,0.88660112667918
ENO1,LINC01226,0.8865604492769807
GMEB1,TMEM167B,0.8859774594686611
NFIA,ZMYM4,0.8852149995649153
HIVEP3,SLC25A33,0.8851290870854899
NFYC,ACAP3,0.8848001416392278
MTF1,PRDM2,0.8847637154763156
E2F2,SYNC,0.884710760475378
MTF1,SLC35E2A,0.8846749241388436
JUN,CDC42,0.8846058273146029
NFYC,SKI,0.8845179069786661
NFIA,PER3,0.8844594351165157
FOXJ3,PAFAH2,0.8844136636347085
MTF1,PRKCZ,0.8842177607798284
NFYC,ZCCHC17,0.8840196112935528
TFAP2E,AHDC1,0.8838753667812381
HES4,SSU72,0.8838582221996932
NFYC,FHAD1,0.8837810084238993
FOXJ3,PLEKHN1,0.88358611143378
RUNX3,SNIP1,0.8835291434519663
NFIA,GSTM2,0.8831098183756585
RUNX3,PRDX1,0.8828476132874333
FOXJ3,MTF1,0.8827739751961189
HIVEP3,FRRS1,0.8827169705096651
MTF1,TSPAN1,0.8827000806130141
FOXJ3,SMIM1,0.8826214135003965
NFYC,UROD,0.8825472235217523
JUN,GNG5,0.8825396649964414
NFIA,ZBTB8OS,0.8824030327648305
FUBP1,ZNF436-AS1,0.8823403255781612
ZNF683,SRSF11,0.882297064767967
HES4,DCLRE1B,0.882268634857614
GMEB1,PLA2G2D,0.8819651860988745
MTF1,NPPA,0.881898058311076
HIVEP3,ZNF362,0.8817121783368985
FOXJ3,CD58,0.8816298768263199
TAL1,TTC4,0.8809452879419734
GMEB1,TMED5,0.8806238786512108
NFYC,PAQR7,0.8805282527273023
GFI1,NOC2L,0.8805199305330021
GFI1,DNAJC16,0.8804006195700296
HES4,CSMD2,0.8802519426228902
GFI1,ATAD3B,0.8801462944492349
NFYC,RPA2,0.8799582516807468
FUBP1,ACOT7,0.87980377790417
NFYC,GNAT2,0.8797100854363887
YBX1,FBXO44,0.8791687578454073
ENO1,TMEM52,0.8790594438913412
FUBP1,NADK,0.8790313362322169
FUBP1,LZIC,0.8787305610722795
ZNF683,PNRC2,0.8785802370287566
POU3F1,MEAF6,0.8785591081266352
MTF1,FNDC10,0.8781925486402047
RUNX3,LINC01134,0.8780556062503978
FOXJ3,ADGRL4,0.8778756081937342
FOXJ3,KYAT3,0.8778057438606247
HES4,MTFR1L,0.877731948612395
MTF1,BTF3L4,0.8776615166457425
HES4,HP1BP3,0.8775765787533288
HES4,FAF1,0.8775003440937965
JUN,B3GALT6,0.8772525009796763
NFYC,CSMD2-AS1,0.877056109132638
ENO1,CASQ2,0.8768245246813917
HIVEP3,HIPK1,0.8768209977016804
NFIA,AMY2B,0.87678921491925
GMEB1,BTBD19,0.8767840547552607
ID3,STRIP1,0.8767517370358946
FOXJ3,ISG15,0.8767402241117855
RUNX3,MORN1,0.8764024947611917
YBX1,DHRS3,0.8757672373172888
NFYC,CLCA1,0.8757035108897758
ALX3,ZNHIT6,0.8747214552113748
POU3F1,CDK11B,0.8747001630391407
ZNF684,KIAA0319L,0.8743829604636106
FOXJ3,TAF13,0.8741750485966941
ZNF684,PLOD1,0.8737227438688946
E2F2,HES2,0.8735922030233394
NFYC,UBIAD1,0.8734837397563268
NFYC,TNFRSF14-AS1,0.8731456714669308
HIVEP3,IFI44,0.8729445964165574
ZNF684,C1orf216,0.8726219529567367
HIVEP3,STX12,0.8725152077257778
GMEB1,FBXO6,0.872445286334337
POU3F1,ECE1,0.872038477860825
FOXO6,NRDC,0.8718577921335128
NFYC,LINC01307,0.8718030846495184
NFYC,TTC34,0.8717645339715694
HIVEP3,LINC01709,0.8717441922515128
FUBP1,MEAF6,0.8715488807551128
RUNX3,GPR153,0.8715102446346302
HES4,TNFRSF25,0.8714636696087609
FOXJ3,MATN1,0.8713356442917951
FOXJ3,ZMYND12,0.8712943881081999
RUNX3,EPS15,0.8711879995436822
FOXJ3,EFHD2,0.8708656519298045
E2F2,AGO3,0.8707958064988819
NFIA,MIGA1,0.8707121899262432
GFI1,DR1,0.8697825791488584
GMEB1,HFM1,0.8695549178624087
GMEB1,TAF13,0.8694882625186264
YBX1,EPHX4,0.8693828810055629
GFI1,ID3,0.8691152692541676
NFIA,FPGT,0.8690749233359459
GMEB1,PSRC1,0.86901811468271
HIVEP3,B3GALT6,0.8686676101734006
NFYC,KAZN,0.868594889626751
TP73,SCP2,0.8685673903577648
TP73,IQCC,0.8684745926720543
POU3F1,MIR4422HG,0.8683720069176221
MTF1,CDK11A,0.8681260310695337
HIVEP3,ATPAF1,0.8681004219493196
HES4,SRSF4,0.8679710799157544
HES4,MACF1,0.8677029590956137
NFYC,TTLL7,0.8676172110854738
ZNF684,CAMK2N1,0.86752910041974
GFI1,CENPS,0.867476179269992
HIVEP3,KIAA1522,0.867431061548784
MTF1,HNRNPR,0.8674046129046922
GMEB1,LRRC8C,0.8673268529323362
FOXJ3,MED18,0.8672451427333631
ALX3,TTF2,0.867152908814349
ZNF684,TRIT1,0.8671422953283766
E2F2,TUT4,0.8669782159595492
FUBP1,ANGPTL3,0.8669700026705466
NFYC,RSRP1,0.8668354999328001
MTF1,ECE1,0.8667907803426106
TAL1,CDC42-IT1,0.8664906897746923
FUBP1,HCRTR1,0.8660215359919661
ZNF683,KIF2C,0.8659186569034721
FOXJ3,PABPC4,0.8654920782479247
ZNF683,IFNLR1,0.8654680830385877
ENO1,MAN1C1,0.8654144218387455
HIVEP3,LINC01714,0.8653559650232446
HES4,CPT2,0.8652876639756298
RUNX3,LINC01128,0.8652297005234737
GMEB1,TAS1R3,0.865072444908993
POU3F1,KCNAB2,0.8649742044449802
ENO1,LDLRAD2,0.8649455604721874
HIVEP3,SYPL2,0.8649056781360477
HIVEP3,GPX7,0.8648792004324932
FUBP1,DBT,0.8648573661892784
HIVEP3,B4GALT2,0.8645990475337877
GMEB1,RCC2,0.8645664007726248
FOXJ3,MARCKSL1,0.8640348570223247
FUBP1,RWDD3,0.863770738660374
FOXJ3,LINC01562,0.8636209800845482
NFYC,CITED4,0.8631577478061685
ZNF691,ERMAP,0.8629077962211557
GMEB1,SLC9A1,0.8626598061587933
HES4,ZBTB40,0.8625683822982005
HES4,RNF19B,0.8623584827115381
ENO1,PADI2,0.8622669117154884
ID3,TNFRSF14,0.8622606016403369
GMEB1,MRTO4,0.8620823441865088
TFAP2E,ERMAP,0.8620525304945486
NFIA,CYP2J2,0.8615840922726948
YBX1,AK4,0.861476793340522
ZNF684,HIPK1,0.8607701588687545
JUN,NUDC,0.8607145439168782
RUNX3,DHCR24,0.8606558952385863
POU3F1,CCNL2,0.8606063656740276
NFIA,EFCAB14,0.8605081527695612
ENO1,PATJ,0.8604556212340779
NFYC,CSF3R,0.8604292441489998
GMEB1,CAPZA1,0.8603694410454965
FUBP1,TAS1R1,0.8602260761121678
HES4,KIF1B,0.8597102469258309
NFYC,SDF4,0.8593135011165102
HIVEP3,LRRC8C-DT,0.8592132876741416
FUBP1,EVA1B,0.8591760940590333
RUNX3,DISP3,0.858642158658822
HES2,DPYD-AS1,0.8585043955803262
NFIA,TTC39A,0.8584549898707349
ID3,MYSM1,0.8582421600472453
FOXJ3,MFSD14A,0.8581972841121678
ENO1,LINC01342,0.8580013472537298
GMEB1,PKN2,0.8578284033576512
RUNX3,KDM4A,0.8576575755094752
TAL1,GPSM2,0.8576343120986926
NFYC,PTPRU,0.8576274610049535
NFIA,PEF1,0.8569139705054425
GMEB1,ESPN,0.856819435616423
ZNF683,DLGAP3,0.8566761703127482
NFIA,AHDC1,0.8566029620704874
YBX1,PINK1-AS,0.8563902383863523
NFYC,LUZP1,0.8563116407752124
FOXO6,MMACHC,0.856252545909223
HES4,TRIM33,0.8561887963982212
FUBP1,F3,0.8559795292586339
E2F2,CTBS,0.8559597627520399
HES4,ZMYM1,0.8557329533286012
FUBP1,PHACTR4,0.8555842352527829
E2F2,EYA3,0.855463350805435
RUNX3,FNDC7,0.8554507403711449
ENO1,RHD,0.8553241809840314
GMEB1,CLCN6,0.8552542559049509
HES4,ZBTB48,0.8550494813426731
NFYC,NFYC-AS1,0.8548656104672844
ENO1,HIPK1,0.8547088032091508
FOXJ3,LINC01676,0.8545994955093607
POU3F1,NPPA,0.8543007031172942
ZNF684,C1orf127,0.8542118497488751
FUBP1,KCND3,0.8535035082231529
NFIA,CTNNBIP1,0.8535010803196352
GMEB1,HIPK1,0.8532176181648286
ENO1,PLK3,0.8532095556402144
NFYC,FAF1,0.8531854879280993
RUNX3,LINC01362,0.8529988257709339
FOXJ3,DIPK1A,0.8529022040605884
GMEB1,GNB1,0.8528028146600743
HIVEP3,ZBTB17,0.8527845036000656
HIVEP3,GPATCH3,0.8524761597121703
NFYC,GSTM3,0.8519121957651551
RUNX3,DDAH1,0.8518674853759521
NFIA,YBX1,0.8516030147568642
GMEB1,TMEM51,0.8515328499428805
ENO1,DNAJB4,0.8514722267766647
FOXO6,AMPD2,0.8513584620072114
NFYC,LRRC41,0.8512554165195375
PAX7,COL24A1,0.8510465747117171
MTF1,PSMB2,0.8509288455799768
NFYC,DDAH1,0.850860187645887
HIVEP3,GNG5,0.8507993878710461
E2F2,TRIM33,0.8506837262235724
TP73,MAP3K6,0.850562565709988
ZNF684,SNHG12,0.8504971379872486
MTF1,ATAD3C,0.8504119094937541
NFIA,DAB1,0.8501808469237289
ZNF691,ARHGEF19,0.8499895407567392
ZNF691,LZIC,0.8497715019451957
HIVEP3,NCDN,0.849704790114784
RUNX3,PSMB2,0.8496937179590845
HIVEP3,MARCKSL1,0.849468511809256
FUBP1,NCDN,0.8494378301539066
HIVEP3,PLK3,0.8493839402297506
E2F2,CCDC24,0.8493534046931953
HIVEP3,NBPF3,0.8490680785305467
ZNF691,TTC4,0.8490472089487616
NFIA,C1orf159,0.8489866855340894
FOXJ3,CROCC,0.8483725500628578
ZNF683,RPAP2,0.8480699376269256
GMEB1,B4GALT2,0.8478216061671903
NFYC,CD58,0.8476180809712851
GMEB1,FBXO44,0.8469705987356867
RUNX3,CAMTA1-DT,0.846880208565411
NFYC,USP1,0.8466744810917474
FUBP1,LINC02777,0.846118910593806
JUN,AHDC1,0.8460673152304837
RUNX3,GNB1,0.8458512614904271
YBX1,MFN2,0.8457685114228073
HES4,CYB5RL,0.84536078327941
JUN,EFCAB14-AS1,0.8453229875505242
NFYC,PITHD1,0.8451878365090247
ID3,ODF2L,0.8451044748744763
GMEB1,MMP23B,0.845081922931674
FOXJ3,UTS2,0.8449809669165305
YBX1,ADORA3,0.8443524559294089
TFAP2E,UBXN11,0.8441840709350087
RUNX3,IPO13,0.8440645791890155
ENO1,RNF11,0.8439913956936641
TP73,RAD54L,0.8439495783687906
HES4,TXNDC12,0.8439336042317188
HIVEP3,PDIK1L,0.8436122686927205
GMEB1,RTCA,0.8435895899212709
GFI1,RPS6KA1,0.8433604208393723
GMEB1,PNRC2,0.8432412678762029
GMEB1,C1orf122,0.8431550133957376
ZNF683,NEXN-AS1,0.843068821992479
RUNX3,NUDC,0.8429536329656425
HIVEP3,ARMH1,0.8423892137366503
FOXJ3,RPS6KA1,0.8423226620591329
NFYC,MCOLN3,0.8422832754938117
NFIA,TMEM222,0.8418518481283983
GMEB1,ATAD3A,0.8415854836145302
FUBP1,DHCR24,0.8414291176226086
FUBP1,LDLRAP1,0.8412935229999376
ZNF691,KYAT3,0.8412730857346796
ENO1,ID3,0.8410424185520418
YBX1,MIB2,0.8408219049928743
FOXJ3,LMO4,0.8407097378627783
YBX1,GCLM,0.840536320467216
FUBP1,GPR153,0.8404029143622899
HES2,AMPD2,0.840046436645818
GMEB1,PRDM2,0.8400360511504887
FOXJ3,BTF3L4,0.8396631510272593
GFI1,GIPC2,0.839472332989126
FUBP1,PSRC1,0.8394607792264737
GMEB1,DNAJC16,0.8394556714741019
