"","source","target","mor"
"19021","RXRB","CTNNB1",-1
"19022","CEBPD","MSTN",1
"19023","DNMT3B","CUL4A",1
"19024","DNMT3B","NEDD8",1
"19025","HEY1","NEURL1",1
"19026","FOS","NR4A1",1
"19027","JUN","NR4A1",1
"19028","NR4A1","JUN",1
"19029","NCOR2","PPARGC1A",1
"19030","CREM","PER1",1
"19031","FERD3L","FOXA2",1
"19032","FOXA2","FERD3L",1
"19033","ZNF148","BAK1",1
"19034","SON","AVP",1
"19035","NFIL3","FGF21",-1
"19036","SMAD2","HGF",-1
"19037","SMAD4","HGF",1
"19038","SMAD3","HGF",1
"19039","CLOCK","PER3",1
"19040","KMT2A","RPL22",1
"19041","STAT5A","PIAS3",1
"19042","WT1","SULF1",1
"19043","WT1","SULF2",1
"19044","TAL1","NKX3-1",1
"19045","NKX3-1","TAL1",1
"19046","GATA3","NKX3-1",1
"19047","NKX3-1","CBX5",1
"19048","TAL1","CBX5",1
"19049","GATA3","MYCN",1
"19050","TP53","DCLK1",1
"19051","MYBL2","CCNB2",-1
"19052","MYBL2","CCND2",1
"19053","MYBL2","CDC25B",1
"19054","MYC","CCNB2",1
"19055","FOXP2","PLAUR",1
"19056","FOXP2","SRPX2",-1
"19057","SHOX2","BMP4",1
"19058","LHX8","DUSP1",1
"19059","ZNF143","CDC6",1
"19060","ZNF143","PLK1",1
"19061","ID2","BMAL1",1
"19062","ID2","CLOCK",1
"19063","KMT2A","ABCB1",1
"19064","SP1","FGF10",1
"19065","JUN","MET",1
"19066","JUN","NPY6R",1
"19067","SPI1","CSF3R",1
"19068","PBX1","PTPN6",1
"19069","RARA","NPR1",1
"19070","PITX2","IL10",1
"19071","CLOCK","SCNN1A",1
"19072","ZNF263","GAD1",1
"19073","KAT7","MMP13",1
"19074","STAT3","MAPK9",1
"19075","ZIC3","NANOG",1
"19076","NANOG","ZIC3",1
"19077","SP1","NPPA",1
"19078","SP3","NPPA",1
"19079","TFAP2B","PNMT",1
"19080","NFKBIZ","IFNG",1
"19081","DDIT3","IL23A",1
"19082","STAT6","PDLIM7",1
"19083","RUNX1","MYL9",1
"19084","SON","GHSR",1
"19085","SON","LEP",1
"19086","SON","RB1",1
"19087","SON","PRKAA2",1
"19088","MYC","ING4",1
"19089","MYC","PLPP3",1
"19090","DLX4","RXFP2",1
"19091","CTCF","RASSF1",1
"19092","E2F1","RASSF1",1
"19093","NR3C1","DEFB1",1
"19094","ELF5","KRT77",1
"19095","EGR1","GAD1",1
"19096","TCF7","IL2",1
"19097","TP53","USP7",1
"19098","FOXM1","CHEK1",1
"19099","NFE2L2","CYP2A6",1
"19100","SP7","COL5A1",1
"19101","SP1","EPHX2",-1
"19102","TCF7L2","PMEPA1",1
"19103","STAT5A","GNLY",1
"19104","ESR1","RYK",1
"19105","SIX3","WNT8B",-1
"19106","EPAS1","PTHLH",1
"19107","BATF","SNCA",1
"19108","TFAM","INS",1
"19109","ESR1","SIN3A",1
"19110","ESR1","APAF1",1
"19111","NCOA2","ERBB2",1
"19112","TP53","MAP3K1",1
"19113","SMAD1","DPYSL2",-1
"19114","ZNF350","ATXN2",1
"19115","ZNF350","AQP1",1
"19116","REST","KCNQ2",-1
"19117","REST","KCNQ3",-1
"19118","SP1","KCNQ2",1
"19119","SP1","KCNQ3",1
"19120","HBP1","SQSTM1",1
"19121","EGR1","GCK",1
"19122","BMAL1","CREBBP",1
"19123","BMAL1","JUN",1
"19124","CLOCK","JUN",1
"19125","CDX2","CDX4",1
"19126","CDX1","CDX4",1
"19127","SNAI1","ISYNA1",1
"19128","TP53","TIGAR",1
"19129","RELA","MUC5B",1
"19130","NFAT5","TERT",1
"19131","GRHL2","TERT",1
"19132","GRHL2","GRHL2",1
"19133","AR","MMP7",1
"19134","ZNF219","COL2A1",1
"19135","MYOD1","CCND1",1
"19136","MYC","RAD50",1
"19137","MYC","RAD51",1
"19138","MYC","RAD51B",1
"19139","MYC","RAD51C",1
"19140","MYC","XRCC2",1
"19141","MYC","XRCC4",1
"19142","DNMT1","EPCAM",1
"19143","NR3C1","HTR2A",1
"19144","TCF3","HTR2A",1
"19145","PDX1","SLC30A8",1
"19146","ESR1","WNK4",-1
"19147","TP53","DAPK1",1
"19148","SOX2","RBPJ",1
"19149","RBPJ","SOX2",1
"19150","PRDM1","TNF",1
"19151","ZNF384","WNT2",1
"19152","HIF1A","SLC11A2",1
"19153","DMRT1","SLC11A2",1
"19154","KLF4","CCL2",1
"19155","KLF4","PTGS2",1
"19156","SPI1","MME",1
"19157","TP53","EDN1",1
"19158","TP53","THBD",-1
"19159","TP53","KLF2",-1
"19160","KLF2","TP53",1
"19161","ELF5","MUC4",1
"19162","PPARA","PLIN2",1
"19163","PPARG","FABP3",1
"19164","TBX15","PLIN2",1
"19165","PAX3","NRP1",1
"19166","TBX5","PDLIM7",1
"19167","AHR","SOS1",1
"19168","RELA","TNFSF13B",1
"19169","KAT7","JUN",1
"19170","HIF1A","CCL4",1
"19171","PRDM14","POU5F1",1
"19172","DNMT1","HR",1
"19173","NR1H4","HLA-DRB1",1
"19174","BMAL1","MYOD1",1
"19175","CLOCK","MYOD1",1
"19176","MYOD1","BCL2",1
"19177","MYOD1","BCL2L1",1
"19178","MYOD1","DLD",1
"19179","MYOD1","PVR",1
"19180","MYOD1","SELENOW",1
"19181","MYOD1","TOE1",1
"19182","STAT6","GATA3",1
"19183","ZNF699","AKT1",1
"19184","ZNF699","MAGI2",1
"19185","LEF1","MRE11",1
"19186","NR3C1","KLF15",1
"19187","KLF15","NR3C1",1
"19188","PHOX2B","ALK",1
"19189","TP53","PGP",1
"19190","CREB1","HK2",1
"19191","AR","PFKFB2",1
"19192","OLIG2","SOX10",1
"19193","CREB1","BIRC3",1
"19194","NFYA","DDIT3",1
"19195","DDIT3","NFYA",1
"19196","ISL1","ISL1",1
"19197","POU2F1","ISL1",1
"19198","PREB","TRH",1
"19199","MYOD1","NOTCH3",1
"19200","PAX7","NOTCH3",1
"19201","NANOG","MARCHF7",1
"19202","PDX1","TBX15",1
"19203","TBX15","TBX15",1
"19204","SP1","MKI67",1
"19205","EBF1","TAC4",1
"19206","STAT3","UBE2G1",1
"19207","ERG","ICAM1",-1
"19208","ONECUT1","CYP51A1",1
"19209","ONECUT1","HSPH1",1
"19210","POU3F2","FLG",1
"19211","RXRA","BMAL1",1
"19212","RXRA","SERPINE1",1
"19213","ID1","BMP4",1
"19214","SP1","RAF1",1
"19215","DDIT3","CEBPD",1
"19216","CEBPD","DDIT3",1
"19217","E2F1","DDIT3",-1
"19218","CEBPD","RB1",1
"19219","RB1","DDIT3",1
"19220","DDIT3","RB1",1
"19221","FOXI1","CFTR",1
"19222","TP63","KLF4",-1
"19223","GLI1","MUC5AC",1
"19224","GLI2","MUC5AC",1
"19225","WT1","IL10",1
"19226","SP1","GLTP",1
"19227","SP3","GLTP",1
"19228","E2F1","THBS1",1
"19229","FOS","ERCC4",1
"19230","THAP1","TOR1A",-1
"19231","GRHL2","CDH1",1
"19232","GRHL2","CLDN4",1
"19233","PITX2","MYOD1",1
"19234","MYOD1","MYF6",1
"19235","MYF6","MYOD1",1
"19236","FOXO3","BBC3",1
"19237","NR2F2","FLT1",-1
"19238","NR2F2","VEGFA",-1
"19239","ETS2","EGFR",1
"19240","MYC","LILRB1",1
"19241","HNF1A","AFM",1
"19242","HNF1B","AFM",1
"19243","SREBF1","LRP1",-1
"19244","ETV4","ABCB1",1
"19245","KLF5","SOX17",1
"19246","KLF4","AGRP",1
"19247","ERG","VWF",1
"19248","GATA4","EPOR",1
"19249","SP1","EPOR",1
"19250","HIF1A","CCN1",1
"19251","NR1H3","PLIN1",1
"19252","NR1H3","LIPE",1
"19253","GATA4","EP300",1
"19254","MEF2C","EP300",1
"19255","NKX2-5","EP300",1
"19256","PITX2","MYF5",1
"19257","RELA","WNT5A",1
"19258","SOX2","MUC5AC",1
"19259","NFAT5","IL7",1
"19260","NFAT5","CD24",1
"19261","STAT5A","CDKN1A",1
"19262","STAT5A","CDKN2B",-1
"19263","STAT5B","CDKN2B",1
"19264","STAT1","IFI30",-1
"19265","GATA1","CCR3",1
"19266","NFKB2","LTA",1
"19267","JUN","PON1",1
"19268","EGR1","ALAS1",1
"19269","ATF4","HLA-DRB1",1
"19270","SNAI2","UBE2D3",-1
"19271","DLX4","UBE2D3",1
"19272","GRHL3","UBE2D3",1
"19273","DLX5","IRS2",1
"19274","FOXO1","TLR4",1
"19275","SP1","ABCB8",1
"19276","OTX2","SPMAP2",1
"19277","AR","HOXC8",1
"19278","HOXC8","AR",-1
"19279","NCOA3","HOXC8",1
"19280","KMT2A","ASXL1",1
"19281","KMT2A","ASXL2",1
"19282","KMT2A","CBX5",1
"19283","KMT2A","TFAP2A",1
"19284","TFAP2A","ASXL1",1
"19285","TFAP2A","ASXL2",1
"19286","TFAP2A","CBX5",1
"19287","USF1","CEACAM1",1
"19288","IRF1","CEACAM1",1
"19289","USF1","IFNG",-1
"19290","FOXN1","IL2",1
"19291","FOXN1","KDM3A",1
"19292","NRF1","PRDX3",1
"19293","NRF1","PRDX5",1
"19294","NRF1","PRDX4",1
"19295","RARA","TRIB1",1
"19296","CREB1","ABCB1",1
"19297","NFE2L2","PPARGC1B",1
"19298","ID3","BMP2",1
"19299","NR6A1","HCRT",1
"19300","STAT1","IFIT3",1
"19301","FOXN1","MMP1",1
"19302","SIX1","TGFBR1",1
"19303","SPIB","FCER1G",1
"19304","SPIB","FCER2",1
"19305","SPIC","FCER1G",1
"19306","SPIC","FCER2",1
"19307","ZKSCAN3","CCND2",1
"19308","ZNF354C","CCND2",1
"19309","TP53","PIK3C3",1
"19310","CTCF","POLR2F",1
"19311","NKX2-2","CCND2",1
"19312","CEBPB","MAFA",1
"19313","MAFA","TNF",1
"19314","E2F3","DLST",1
"19315","E2F3","NEO1",1
"19316","MTF2","CBX2",1
"19317","MTF2","CDKN2A",1
"19318","MEIS3","PDK1",1
"19319","POU2F1","RPTOR",1
"19320","RARA","RPTOR",1
"19321","IRF4","RUNX3",-1
"19322","ESR1","DBH",1
"19323","ESR2","DBH",1
"19324","SALL1","DKK1",1
"19325","NFKB2","DMP1",1
"19326","TEF","BCL2",1
"19327","KLF2","CCN3",1
"19328","LHX8","AKT1",1
"19329","MYCN","PTDSS1",1
"19330","AR","FLG",1
"19331","AR","KRT1",1
"19332","LRRFIP1","FLG",1
"19333","PAX5","SLC22A2",1
"19334","RELB","CSF2",1
"19335","MITF","KCNMA1",1
"19336","CREB1","RAB25",1
"19337","MBD2","BCL2",1
"19338","NR4A2","CDKN2C",1
"19339","MLXIP","KIT",1
"19340","RUNX1","KIT",1
"19341","SP1","SIGIRR",1
"19342","NRL","PPP2R5C",1
"19343","USF1","CYP27A1",1
"19344","IRF4","APOBEC3G",1
"19345","NFATC2","APOBEC3G",1
"19346","MYOD1","EYA2",1
"19347","MEOX1","EYA2",1
"19348","TEF","HSPA4",1
"19349","PGR","ZEB1",1
"19350","ZEB1","OXTR",-1
"19351","ZEB2","GJA1",-1
"19352","ZEB2","OXTR",-1
"19353","TP53","LIMK2",1
"19354","NR1H4","AKR1B15",1
"19355","PPARA","G6PC1",1
"19356","NR5A1","LIPA",1
"19357","NR5A1","LIPE",1
"19358","FOXO1","NR0B2",1
"19359","NR0B2","PDK4",-1
"19360","POU5F1","FGF8",1
"19361","POU5F1","WNT3",-1
"19362","SP5","WNT2",1
"19363","TP53","GATA4",1
"19364","GATA4","TP53",1
"19365","ESR1","SGK3",1
"19366","KAT7","SIK2",1
"19367","TFAP2A","MLIP",1
"19368","STAT1","CCND1",1
"19369","RARG","HOXA1",1
"19370","HOXA10","TGFBR2",1
"19371","VDR","MCM7",1
"19372","FOSL1","JUNB",1
"19373","JUNB","JUNB",1
"19374","MYB","GSK3B",1
"19375","MYB","HBG1",1
"19376","TP53","ATXN3",1
"19377","IKZF1","NOTCH1",-1
"19378","NR4A3","HGF",1
"19379","SPI1","CLEC5A",1
"19380","STAT3","SOX6",1
"19381","TBX21","SMARCA4",1
"19382","SP1","CREM",1
"19383","PAX8","L1CAM",1
"19384","IRF1","IL23A",1
"19385","TP53","RPL11",1
"19386","HSF1","SLC1A2",1
"19387","SOX10","SUFU",1
"19388","CDX1","MAFB",-1
"19389","MAFB","CDX1",1
"19390","STAT3","SETD7",1
"19391","MYC","MMP10",1
"19392","PDX1","SETD7",1
"19393","HES1","CTNND2",-1
"19394","SPI1","CTNND2",1
"19395","ATF6","ALG12",1
"19396","SFPQ","STAT6",-1
"19397","JUN","BRF1",1
"19398","TBP","JUN",1
"19399","IRX1","IRX1",1
"19400","PDX1","NKX6-1",1
"19401","NKX6-1","PDX1",-1
"19402","NEUROG3","NKX6-1",1
"19403","GATA4","FGF2",1
"19404","PPARG","CCL20",-1
"19405","KLF6","CCL20",1
"19406","FOXO3","EGFR",1
"19407","PITX2","TWIST2",1
"19408","IRF8","IFNB1",-1
"19409","FOS","KIR3DL1",1
"19410","FOS","NGF",1
"19411","RARA","MED25",1
"19412","RARA","PTOV1",1
"19413","CTCF","NF1",1
"19414","TFAM","ATP2A2",1
"19415","ATF4","PRKN",1
"19416","POU2F2","CSF3",1
"19417","VDR","CD44",1
"19418","PITX2","GSTP1",1
"19419","PITX2","HPGDS",1
"19420","RARB","GSTP1",1
"19421","RARB","HPGDS",1
"19422","ELF4","GZMB",1
"19423","NR2F2","SLC2A4",1
"19424","NANOG","KDR",1
"19425","SPI1","CD80",1
"19426","SPI1","CD86",1
"19427","TCF3","JAK2",1
"19428","ESR2","BTG2",1
"19429","ESR2","CCNB1",1
"19430","ESR2","GADD45A",1
"19431","FOS","GSTK1",1
"19432","FOS","GSTP1",1
"19433","JUN","GSTK1",1
"19434","JUN","GSTP1",1
"19435","CEBPB","CBX5",1
"19436","VDR","DDIT4",1
"19437","MYCN","NGFR",-1
"19438","MYCN","NTRK1",-1
"19439","ZBTB17","NGF",1
"19440","ZBTB17","NGFR",1
"19441","ZBTB17","NTRK1",1
"19442","SATB2","CNTF",1
"19443","ELK3","CHAT",1
"19444","ELK3","CNTF",1
"19445","SOX11","TUBB3",1
"19446","TTF1","MUC5B",-1
"19447","GATA4","MUC5B",1
"19448","GATA6","MUC5B",1
"19449","GATA6","TGFB1",-1
"19450","NR1I2","GADD45B",1
"19451","NFE2L2","IL6",-1
"19452","RELA","MYOD1",1
"19453","RELA","SUB1",1
"19454","TP63","ERBB2",1
"19455","TP73","ERBB2",1
"19456","ESR1","MFGE8",1
"19457","RUNX3","TIMP1",1
"19458","RUNX1","PF4",1
"19459","IRF6","NOS2",1
"19460","TP63","NOS2",1
"19461","TEF","TSHB",1
"19462","HLF","TSHB",1
"19463","SIX1","TSHB",1
"19464","FOXA2","CA2",1
"19465","SP1","CA2",1
"19466","RELA","ATM",1
"19467","TCF3","FOXP3",1
"19468","ID3","FOXP3",1
"19469","SMAD2","ABCG2",-1
"19470","TFAP2A","CXCL1",1
"19471","TFAP2C","CXCL1",1
"19472","IRF3","TANK",1
"19473","NFKB1","TANK",1
"19474","RELA","TANK",1
"19475","FOXO3","CDH1",1
"19476","YBX1","CDH1",1
"19477","MTF1","ZAP70",1
"19478","MTF1","CDC25C",1
"19479","RXRA","IGF2",1
"19480","SSRP1","FGFR1",1
"19481","LRRFIP1","RHOA",1
"19482","TAF1","PAX3",1
"19483","GATA2","COP1",1
"19484","GATA2","PRKN",1
"19485","JUN","SLC29A1",-1
"19486","NR0B2","RUNX2",1
"19487","USF1","RUNX2",1
"19488","NR0B2","IBSP",1
"19489","ZKSCAN7","GDNF",1
"19490","ZNF91","GDNF",1
"19491","NFATC1","CCR9",1
"19492","NFATC2","CCR9",1
"19493","RARA","CCR9",1
"19494","NFATC1","AKT1",1
"19495","NFATC1","PTEN",1
"19496","NFATC1","CDKN1B",1
"19497","NFATC4","PTEN",1
"19498","DNMT1","JAK2",1
"19499","DNMT1","LOX",1
"19500","FLI1","LOX",1
"19501","ARID4A","ARID4A",1
"19502","ARID4A","DLST",1
"19503","ARID4A","RB1",-1
"19504","ARID4A","SIN3A",1
"19505","ETS1","IL7R",1
"19506","FOXO1","SIRT1",1
"19507","NR1H2","XPC",1
"19508","DNMT1","L1CAM",1
"19509","CEBPB","NFYA",1
"19510","DDIT3","PTGS2",1
"19511","ETV4","NFYA",1
"19512","TP63","PTGS2",1
"19513","KLF8","MMP9",1
"19514","TP63","IL1A",1
"19515","ATF2","CYP2C19",1
"19516","HSF1","PHB1",1
"19517","ID1","CD44",1
"19518","ID1","ID3",1
"19519","MTA1","TGM2",1
"19520","RELA","TGM2",1
"19521","PPARG","CDH2",-1
"19522","TP53","AAR2",1
"19523","TP53","PIERCE1",1
"19524","SMAD2","MYF5",1
"19525","SMAD3","MYF5",1
"19526","SMAD4","MYF5",1
"19527","ATF4","BBC3",1
"19528","NR5A1","ANGPT2",1
"19529","NCOA1","CCND1",1
"19530","ZNF699","CCND2",1
"19531","HES1","MSI1",1
"19532","RUNX1","NHERF1",1
"19533","CEBPB","FOXA1",1
"19534","CEBPG","FOXA1",1
"19535","ZBTB17","IL7R",1
"19536","FOXO1","CTLA4",1
"19537","TEAD4","VEGFB",1
"19538","AR","FUS",1
"19539","FUS","AR",1
"19540","YY1","ACTA2",1
"19541","HES1","NEUROG2",-1
"19542","NEUROG2","HES1",1
"19543","NEUROG2","SIRT1",1
"19544","AR","TFF3",1
"19545","ERG","TFF3",1
"19546","SP1","FEZF1",1
"19547","FEZF1","FEZF1",1
"19548","AR","BTG2",-1
"19549","NRF1","KIF17",1
"19550","NFE2L2","KIF17",1
"19551","NFE2L2","KIF1A",1
"19552","NRF1","KIF1A",1
"19553","TOX3","CITED1",1
"19554","TOX3","BCL2",1
"19555","CREB1","C3",-1
"19556","TOX3","C3",1
"19557","ZBTB7A","MMP14",1
"19558","SPI1","IFIT3",1
"19559","ZNF354C","PTCH1",1
"19560","ZNF431","PTCH1",1
"19561","STAT2","IFNG",1
"19562","NCOR1","CRTC1",1
"19563","NCOR1","DEPP1",1
"19564","PPARA","DEPP1",1
"19565","SP1","REST",1
"19566","SP3","REST",1
"19567","ESR1","EIF5B",1
"19568","ESR1","GALNS",1
"19569","ESR1","PKIB",1
"19570","ESR1","SERINC1",1
"19571","ESR1","TRAPPC2L",1
"19572","IRF3","SV2A",1
"19573","FEV","HTR1A",1
"19574","SNAI2","CXCL12",1
"19575","KLF4","TRH",1
"19576","STAT3","NOSTRIN",-1
"19577","ETV5","WT1",1
"19578","PGR","BCL2L1",1
"19579","SP1","BCL2L1",1
"19580","GATA4","PPP1R9B",1
"19581","SP1","PPP1R9B",1
"19582","FOXO1","CP",1
"19583","ETS1","SERPINB5",1
"19584","JUN","SERPINB5",1
"19585","NR1H3","ARL4C",1
"19586","NFIX","GFAP",1
"19587","NFIX","SPARCL1",1
"19588","TBX3","GATA6",-1
"19589","SP1","BLMH",1
"19590","BCL6","NOS2",1
"19591","JUN","CARM1",1
"19592","SP1","CARM1",1
"19593","HIF1A","FBLN5",1
"19594","HIF1A","NEDD8",1
"19595","EPAS1","NEDD8",1
"19596","HNF1A","MAFA",1
"19597","MAFA","MAFA",1
"19598","HIF1A","IGFBP3",1
"19599","HIF1A","TFF1",1
"19600","ID2","IGFBP3",1
"19601","ID2","TFF1",1
"19602","ID4","IGFBP3",1
"19603","ID4","TFF1",1
"19604","ESR1","TKT",1
"19605","NR0B1","LBP",1
"19606","NR5A1","LBP",1
"19607","SP1","ADAM15",1
"19608","JUN","MBD3",1
"19609","FOXM1","FOXF1",1
"19610","FOXM1","KDR",1
"19611","RBPJ","PLAU",1
"19612","ATF2","TRIB3",1
"19613","PROX1","NOTCH1",1
"19614","KLF4","ATF3",1
"19615","TBX18","GJA1",1
"19616","HSF1","ST8SIA4",1
"19617","HIF1A","ALAS2",1
"19618","TFE3","GPNMB",1
"19619","TFE3","FLCN",1
"19620","CREB1","UCHL1",1
"19621","YY1","UCHL1",1
"19622","RELA","UCHL1",1
"19623","NFE2L2","MDM2",1
"19624","ESR1","POMC",1
"19625","NFIL3","AREG",-1
"19626","NFIL3","EREG",-1
"19627","ATF5","BCL2",1
"19628","IRF6","BCL2",1
"19629","TCF3","CD38",1
"19630","HHEX","WNT2",1
"19631","LHX1","HHEX",1
"19632","OTX2","HHEX",1
"19633","EZH2","PIP5K1C",-1
"19634","EZH2","GSTP1",1
"19635","IRF8","CIITA",1
"19636","IRF8","GSTP1",1
"19637","TP53","PPP1R2C",1
"19638","IRF1","MYD88",1
"19639","IRF1","SPG7",1
"19640","IRF1","TLR2",1
"19641","MYC","TP53INP1",-1
"19642","IRF8","TLR3",-1
"19643","IRF1","TLR3",1
"19644","KLF1","HBA1",1
"19645","TAF1","HSPA5",1
"19646","TP53","RRAD",1
"19647","NKX2-2","ERMN",1
"19648","ZNF91","JAZF1",1
"19649","NR3C1","SLC2A5",1
"19650","NR3C1","SLC5A1",1
"19651","EGR1","GGPS1",1
"19652","AR","INPP4B",1
"19653","NFKBIZ","NCAM1",1
"19654","HIF1A","HP",1
"19655","TBR1","FEZF2",-1
"19656","FEZF2","TBR1",1
"19657","FEZF2","FEZF2",1
"19658","TBR1","TBR1",1
"19659","SALL2","SALL2",1
"19660","TFAP4","SALL2",1
"19661","IRF8","TRIM63",1
"19662","SPI1","IFNB1",1
"19663","HSF1","DLG1",1
"19664","NFE2","AHSP",1
"19665","EZH2","SATB1",-1
"19666","POU2F2","H2BC11",1
"19667","SP1","NAPEPLD",1
"19668","FOS","NRF1",1
"19669","JUN","NRF1",1
"19670","NCOR1","NRF1",1
"19671","MEF2A","PRKAA2",1
"19672","TP73","BAK1",1
"19673","MYC","JUNB",-1
"19674","SP3","NOX4",1
"19675","ZEB2","COL1A2",-1
"19676","ZEB2","MMP1",1
"19677","CLOCK","RHBDF2",1
"19678","CLOCK","TRNT1",1
"19679","PAX3","PCDH10",1
"19680","CEBPG","PRLR",1
"19681","GFI1","GHR",1
"19682","HIF1A","ELN",1
"19683","HIF1A","LOX",1
"19684","TBX21","CCL11",1
"19685","TP53","SLC10A4",1
"19686","FOS","IL2RA",1
"19687","SP1","CDC25B",1
"19688","TP53","CDC25B",-1
"19689","ERG","WNT2",1
"19690","ERG","WNT11",1
"19691","AR","OGA",1
"19692","ATF4","PTGS2",1
"19693","MAF","SERPINH1",1
"19694","MAF","CCR4",1
"19695","ETS2","MMP1",1
"19696","GATA3","MMP1",1
"19697","FOXO1","PMAIP1",1
"19698","PPARA","IGF1",1
"19699","ERG","RUNX1",1
"19700","SP1","GSTM2",1
"19701","DNMT3B","GSTM2",-1
"19702","CREB1","MAT2A",1
"19703","GATA1","SLC25A37",1
"19704","E2F1","TGM1",-1
"19705","E2F7","SP1",-1
"19706","YY1","LTB",1
"19707","FOXO1","IAPP",-1
"19708","RUNX1","PRKCQ",1
"19709","CEBPA","GPX4",1
"19710","REST","DYRK1A",1
"19711","NFYB","TOP2A",-1
"19712","FOS","KDM2B",1
"19713","IRF5","NOS2",1
"19714","FOXD3","CAPN6",1
"19715","POU2F1","CAPN6",1
"19716","STAT3","MICA",-1
"19717","EGR1","TRPM3",1
"19718","PDX1","CHGB",1
"19719","YBX3","GTPBP1",1
"19720","HSF2","HIF1A",1
"19721","HSF4","HIF1A",1
"19722","HIF1A","IL6",1
"19723","HSF2","IL6",1
"19724","ELK1","MCL1",1
"19725","SRF","MCL1",1
"19726","HEYL","HES1",-1
"19727","MYB","CXCR4",1
"19728","KLF10","TMBIM6",1
"19729","GLI3","GLI3",1
"19730","CREM","NFATC1",1
"19731","SHOX","ACAN",1
"19732","SOX5","ACAN",1
"19733","SOX6","ACAN",1
"19734","IRF9","SNCA",1
"19735","SOX6","SOCS3",1
"19736","PLAGL2","MPL",1
"19737","CREB1","NOLC1",1
"19738","HSF1","CXCL3",1
"19739","NR2F1","CIP2A",1
"19740","HNF1A","CIP2A",1
"19741","HIF1A","GPER1",1
"19742","AHR","IL17A",1
"19743","NR1H3","IL17A",1
"19744","SREBF1","IL17A",-1
"19745","NR1H3","AHR",1
"19746","ESR2","CXCL8",1
"19747","HOXB13","AR",-1
"19748","RELA","CD28",1
"19749","DLX3","SUMO1",1
"19750","BCL6","CD63",1
"19751","REST","GABRA6",-1
"19752","DNMT1","CADM1",1
"19753","YY1","TBX21",-1
"19754","TBX21","YY1",1
"19755","AR","SETD7",1
"19756","AR","NR5A2",1
"19757","HNF4A","PLA2G12B",1
"19758","STAT6","SPDEF",1
"19759","STAT6","IL5",1
"19760","NFE2L2","AKR1B10",1
"19761","FOXP3","LATS2",1
"19762","RELA","ILK",1
"19763","KLF9","NOTCH1",1
"19764","HNF1B","LHX1",1
"19765","HNF1B","PAX8",1
"19766","LHX1","PAX8",1
"19767","OSR2","PAX8",1
"19768","ESR1","MECP2",1
"19769","MECP2","ESR1",-1
"19770","FOXO1","RUNX2",1
"19771","MLXIPL","PPARA",-1
"19772","TTF1","APP",1
"19773","TTF1","MT-ATP6",1
"19774","TTF1","POMC",1
"19775","PGR","PLD1",1
"19776","CDX2","DPP4",1
"19777","MYC","DPP4",-1
"19778","ZFP90","NPPB",1
"19779","FOXQ1","CDH1",1
"19780","FOXQ1","ITK",1
"19781","FEZF2","CS",1
"19782","TBR1","CS",1
"19783","TP53","USP29",1
"19784","BHLHE22","INS",1
"19785","SP3","PDGFRA",1
"19786","SP1","SUMO3",1
"19787","NR1I2","NCOA6",1
"19788","CEBPB","BTG2",1
"19789","CEBPB","CCN1",1
"19790","CEBPB","SOCS1",1
"19791","CEBPB","ZFP36",1
"19792","ESR1","RPS6KB1",1
"19793","FOXO3","CCND1",-1
"19794","ATF3","LDLR",-1
"19795","STAT1","ST14",1
"19796","CREB1","MDM2",-1
"19797","NR1H4","ABCC4",-1
"19798","SP1","DRG2",1
"19799","STAT3","BATF",1
"19800","BATF","STAT3",1
"19801","FOXO1","HYOU1",1
"19802","EGR1","CDH1",1
"19803","HNF4A","RCAN1",1
"19804","TP53","CASP9",1
"19805","PAX5","PIM2",1
"19806","TP63","SPATA18",1
"19807","TP53","SPATA18",1
"19808","PITX1","TERT",-1
"19809","ATF3","SLC11A1",1
"19810","MTF1","MT3",1
"19811","AR","TP63",1
"19812","TP63","AR",1
"19813","CTCF","CDKN1C",-1
"19814","MYC","GFAP",1
"19815","MYC","NES",1
"19816","PPARA","CYP1A1",1
"19817","ATF3","WNT7B",1
"19818","MYOD1","TCAP",1
"19819","MYOG","TCAP",1
"19820","IRF4","IL17A",1
"19821","AR","MUC1",-1
"19822","YBX1","BMP7",1
"19823","NCOR2","IL12B",1
"19824","VDR","IL12B",1
"19825","NR1H3","CD24",1
"19826","RARA","PCNA",-1
"19827","DNAJC2","PRC1",1
"19828","E2F4","CDKN1B",1
"19829","PPARA","LRP2",1
"19830","PPARG","LRP2",1
"19831","TAL1","DMP1",1
"19832","TAL1","MEPE",1
"19833","CTBP2","ATXN1",1
"19834","STAT5A","SFTPB",1
"19835","TP63","DELEC1",1
"19836","BHLHE40","TP63",1
"19837","TWIST1","ZEB1",1
"19838","ATF2","FGF21",1
"19839","TP53","NUAK1",1
"19840","TP53","STK11",1
"19841","NR1H4","ABCG5",1
"19842","KAT7","TRRAP",1
"19843","TP53","PAX5",1
"19844","PAX5","TP53",1
"19845","SPI1","CD44",1
"19846","HOXB3","HOXB1",1
"19847","HOXB3","TG",1
"19848","POU2F1","PHF11",1
"19849","MYOD1","PAX7",1
"19850","PAX7","MYOD1",1
"19851","KAT5","CDK1",1
"19852","VENTX","CDKN1A",1
"19853","VENTX","CDKN2A",1
"19854","VENTX","RB1",1
"19855","VENTX","TP53",1
"19856","CREB1","CCL26",1
"19857","CTCF","RBL2",1
"19858","CTCFL","RBL2",1
"19859","TP53","DDX3X",1
