"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAM1fa6bcb7fc48",-0.244055370810704,-0.838382366575592,-1.02525691175962,0.217746521778034,0.552771443741908,0.176037725489806,-0.335127419927923,-0.45375799045265,-0.871698885428347,-0.627231589732969,-0.605218804931103,0.597742247122591,0.697871082332566,0.240052006739946
"SAM6d2ae0c39b96",-0.217938276579165,-0.311394493863487,-0.893571873080424,-0.00509249390589916,-0.380787685380935,-0.500981559077387,-1.19201158826391,-1.57958933899715,-1.43239700975761,-0.228501574305117,-0.322583174320438,0.0901835925918251,-1.13720302841102,1.19297335918309
"SAMeff2ce356ccb",0.0519071755449198,-1.254634723442,0.103716060294017,-1.10785863680193,1.05687577281307,1.3307852968945,-1.57153306205877,0.617536344040433,-1.18719170380809,-1.05610663635743,-1.68299641310328,0.430519894210569,0.316645198712659,-0.784405703176014
"SAM110501d0eedb",0.120233060841286,-0.587009702916078,-1.3866474739976,-2.05695215865325,0.316741298707462,-1.05839119219719,-0.21567486501677,-0.620048882541354,-0.711786836718748,-1.3145558971597,-0.404944241212242,-0.278410637315837,-0.425084401917014,0.335075272867333
"SAM2e9ac0b1b250",-0.950641123393522,-0.0368665031098417,0.665494925875861,0.287742397262609,0.848790945622014,0.0414828059896559,0.097303454591918,0.406876995194615,-0.47611402892239,0.128117965236133,-0.960799105065406,-0.477907230368127,-1.15582976265553,-2.30626674569013
"SAMc0ef41aa6c8b",-0.529494207177593,-0.995395547498318,-0.713351831252452,-0.915581446707861,-0.664157597688437,-1.75948253911372,-1.31698900401291,-2.14379356444684,-0.680332711958232,-0.839592336787074,0.207334821564231,-1.7356991036065,-1.116037187888,1.01851428903578
"SAMd636e3461955",1.11499252681159,1.78401985456418,1.36391601302391,0.415100051627584,-0.576845737438874,-1.38259535549663,2.2613889662134,0.700701218179489,1.3745897189129,0.659996273503917,1.64370428659495,-0.974934431149856,1.25688604524308,0.772658665945164
"SAM30b5c6c54cf7",1.36062143150407,-0.00395601368316775,1.55845540901614,-1.37486886945509,0.120059489910868,0.842089721270827,-0.709313937683634,-0.764918593951708,-0.541051455657015,0.691384803312859,-1.19963080240908,-0.0842152828816072,-1.60021268531396,0.744859089842867
"SAMd98bac0a070f",1.61291104338222,2.42590273272268,0.56755656503188,-0.618274986722346,-0.298772323248954,0.0654671573809233,-0.162673514760603,0.233791494511643,-0.22906145843527,0.402503261911024,-0.0476756694512893,-1.13207361070256,-0.814428890139295,1.59154252780971
"SAM8e8ef2368dfa",1.4251923502766,0.671130983875573,-0.535889110822795,-0.0240551454772969,-0.755600533547057,-1.52506446561656,-0.544877310386745,-1.17330514107517,1.50672558165479,1.28154503160423,1.36233284628807,-1.84453449205515,1.69298941078845,2.39068750035979
"SAMb4c7a001537d",0.313751800296126,-0.187781685440008,-2.07738583517982,-0.313984017940019,-0.725428470482173,-0.0844217768137231,-0.08229400584542,-0.503313146787984,-1.3453596543303,-1.64806178367383,-0.846294128645991,0.476428731427872,-0.639610813646433,0.262786334774658
"SAMfd947610629d",0.375098257725929,0.597913034817397,-1.19573343115683,1.02920637421443,-0.756417875360084,-1.69911415539628,-0.203977828578511,-0.23922274460463,1.31221613515968,-0.0784962289258209,0.597956205377212,-1.60018700553185,-0.333867239467359,1.46999828996214
"SAM943df5cf15df",0.864163682572851,1.41407713922614,0.810859929264546,0.0883979149765796,1.25758564883137,-0.0666521128809165,-0.403760874035076,2.07656365835887,0.836609899272201,1.95003886987522,0.0835986402479438,0.085119783718988,-1.11216097211275,0.721405796100333
"SAM39eb94fa504d",0.21218112205885,-0.0325884974365045,1.27655444651307,0.574765202991328,-0.476587538428586,0.063663772246211,-0.596229310716587,0.0445919714179238,0.18158973714056,0.541565958169063,-0.0465003583517183,-0.368661068671798,-1.32728024966842,0.362577229960092
"SAM62fb1388c871",0.0174770186469382,-0.0795786797267646,0.130882464801728,-1.91386174363665,-1.07624368130153,1.9124015059972,-0.021272255165955,1.27857429003537,-0.131020180529312,0.503821655228658,-0.165564659604073,0.672068222227362,0.941075420733261,-1.56845683105269
"SAMc0da5d48686d",-1.54887345212151,-0.13612653261406,0.550870280808564,0.0796215806842585,-0.756976478747156,0.537355723640138,0.0552281616274029,1.63859292824442,-0.0194684997332245,-1.39206337026805,-1.47571177171245,1.28658831324087,-0.266929937855639,-0.801554161542476
"SAM2dc3f04e45e9",-0.20397256570651,-1.09465882681372,0.962667746382967,-1.20851902829285,2.0547212616901,-0.728185088513157,0.862641573506424,-0.5517117855047,-0.125098559071937,0.1383776376167,-0.175319765533233,-0.401855928229043,-1.33205337334113,-1.92206244711063
"SAM4501e41e4751",0.927774385645219,0.193355814226096,1.46047919422531,1.2570505763876,-0.216741538976804,-0.16366263444899,-0.203093103744213,-0.183882030035005,0.842648059422819,0.796438116194653,0.620214481128286,-1.22972202920203,-0.969429532583201,0.331787927358376
