"","SAMd027124354ce","SAMbf1a3ae828e6","SAM2e9ac0b1b250","SAM30b5c6c54cf7","SAMd35318127278","SAM560f23d6a3ad","SAM73663ee4a96e","SAMc2a1820d4e6b","SAMe1eb5d988760","SAM8a1b0e02ee42","SAMd7d57ee3a863","SAM065890737112","SAMb470eb8f04be","SAM203dcf14f927","SAMd3bd67996035","SAMd3601288319e","SAM670649e105b5","SAM3b15b4c6311d","SAMeaa477a5384b","SAM25510f300d79","SAM771445e92421","SAM6f2a102a99df","SAM6ff654a20f98","SAM31d9176e11fb","SAM572f19794c96"
"ETV6",1.55661221445088,0.315241866122647,0.647006810398014,0.297427084056426,0.106166054089151,0.389536258149753,0.888402387105223,0.748324424079955,0.642897383970619,0.365252568252491,0.854522611416455,0.180755624595788,0.70527992417221,0.32839725210815,0.590828924667553,0.904488063198869,0.746343085112547,0.695393706622736,0.352654320374979,1.22156250199343,0.8907963109641,1.33943002549616,0.869480438744634,0.744706194365882,0.985865282587947
"ETV7",1.76475021526935,0.926348646851771,0.617773983668487,0.609396708152149,0.464233685882997,0.8858737172657,0.483911392998449,1.33502206293119,1.04118590856343,0.28257618245064,1.48404099552553,0.852853242326928,1.15503009859673,0.755530987550169,0.500222325689495,0.3843660287149,2.02192663419234,1.01847306635652,0.65814051634993,1.58695111864345,1.68743953245969,0.379788494616662,0.508475177076359,1.10730354954497,1.65940191712204
"EWSR1",1.3667899595435,1.12040008969429,1.7959592861728,1.20141200006021,1.19805879207143,1.21814759384581,1.41233948834129,1.57817580960145,1.23762612938698,0.741698839867936,1.11429294897457,1.47428756438174,1.17951981213558,0.892552910395225,0.978351180534219,1.36854697788256,1.63870804160426,1.33707541751856,1.35833573059257,0.833890400413204,1.24768030260801,0.930249834272244,1.22579422914585,1.68800746342293,1.45312225648487
"EZH2",-0.502649017649658,-1.67895383906655,-1.04203173148781,-1.16868678451841,-1.35073202196184,-1.75915361607626,-1.42458181294027,-1.77972644192449,-1.07331578845405,-0.914537528174771,-0.846184979959429,-2.02973440880767,-1.67594946883813,-1.60646550319369,-1.61762143725777,-1.30762831773573,-1.25695080636447,-1.42294332634154,-1.61185560746377,-1.44920649216288,-1.69680009881979,-1.48965402567885,-1.8261240075396,-0.722984779527434,-1.567297144841
"FEV",-2.14490615869581,-2.15441634998822,-1.69018865928458,-1.76882670188836,-1.30733861097122,-2.04077880190294,-1.74243997327716,-2.08557738310623,-2.11361478264079,-1.53489181430588,-2.56005575334585,-1.46418916725988,-1.53290911365513,-2.47724886446154,-2.0741312730649,-1.94632588268813,-2.53034203953762,-2.34356807316452,-2.03032638630176,-2.0133498238265,-2.25681971702582,-1.83522878125268,-1.77242345685629,-1.82778932050901,-2.31860302562455
"FEZF1",0.0946273555631873,-1.38596792831276,-0.748459526202761,-0.48591651742417,-0.458240189545692,-0.777320873328392,-1.88810992951729,-1.15642305496061,-1.24467728230861,-0.315537042030538,-0.473863996351654,-1.57250805723875,-1.85112030028158,-0.808401276664565,-1.39330187293427,-0.727812254726071,-1.61264545262585,-0.295498247795055,-1.34157048682327,-0.698806516619701,-1.93025299348576,-0.676852940552703,-1.81411035976616,-0.661933131511181,-1.07569641678237
"FEZF2",-0.481293864026007,-0.688935874287026,-0.782549014761925,-1.44627644120319,-1.34928725698665,-0.47139783039228,-0.903494011700834,-1.29643946358965,-0.995060640493812,-0.837431308712563,-0.846612697908008,-0.536934846405788,-0.906936948863551,-0.308571404630076,-0.828924187604467,-0.865615432701767,-0.89719426039666,-1.0590394916566,-1.50878035451132,-0.383406875646653,-0.903673763417752,-1.11759011026226,-0.55369947747006,-1.40598056567859,-0.923365583858266
"FGF2",-0.70435128894789,-0.204928927660874,-0.62493236231773,-0.615102159998132,-0.417020601003735,-0.857863113295205,0.0511065856666375,-0.6444156708228,0.347192745618904,-1.23312354773289,0.370821593349658,-0.301609363715744,-0.472257356400324,-0.92913255412817,-0.284905063699959,-0.509165521142517,0.188985985124083,-0.108596807775407,-0.967739466785752,-0.728964198795961,-0.189232290661446,-1.40562631782278,-0.347959701142828,-0.547749097051799,-0.5437206172531
"FHL2",1.1523446362339,1.29460485045506,1.19264046531616,1.17484621097197,1.43603460160064,1.58050009499857,1.0736522533267,1.14684532551951,1.23640025516164,1.36629742692815,1.67002325940001,1.77331515133488,1.28664694951629,1.22943912819412,1.6872872755657,1.44548605185332,0.990679008599854,1.76453596610719,1.25096938793286,1.85362030122077,0.926233665734636,1.6222344806107,1.46521796430587,0.96374830572875,1.23382931531929
"FIGLA",-1.69295783858266,-2.03594010080712,-1.79069466441296,-1.69788555154703,-1.47414288127283,-2.19648835615131,-1.64840312119139,-1.83109113218204,-1.7061207697894,-1.10553540445109,-2.18786292324247,-1.75337265383973,-2.10286584117286,-1.708530679121,-1.83363227139112,-2.0010246903582,-1.6279578445386,-1.97138413067374,-1.76199727236374,-1.84935907559849,-2.11365723727294,-2.07929499063691,-1.39033590853523,-1.49550746992865,-1.36344893783606
"FLI1",-0.368676183166755,-0.0320243019836225,0.174459575724803,-0.259329871265543,0.217324196725942,0.571431535797721,-0.346208385078497,0.239580735812793,-0.233685412002256,-0.904192086893997,-0.0744039962832541,-0.739672136432875,-0.394748083388659,-0.17645983720028,0.357058398024421,-0.177981704749061,-0.532014538162217,0.231726437828036,-0.095835224168561,-0.920559917934357,-0.306233865433502,0.124412104202111,0.0740042905692437,-0.397300795858091,0.257599796653069
"FOS",0.59960647828486,0.774262056887284,1.06276144628439,0.570202962995386,-0.571003887276556,1.09160112893798,0.20147475180403,0.835756012075977,0.972297882341957,-1.60799157265998,1.16354151325739,-0.484296395002211,0.11728316282591,0.319592304223471,0.621714072951615,0.388244660313432,1.12766050948441,0.940203020487872,0.334091908119556,1.03309128571991,1.00298173286323,0.947120658256598,0.505573491607108,1.00153010325127,1.46158799442081
"FOSB",0.319474166466237,-0.311814016339918,-0.470974182443241,-0.591445440285259,-0.655506690020465,-1.15470424589385,-0.177854345092613,-0.077696462752603,0.690991297297785,-1.03092893132734,0.299429044717789,-0.472485182117305,-0.523837040630452,-0.266480238619068,-0.422745160860059,-0.168402114685305,0.735212391417486,0.669183098961079,0.0892160422227921,0.525363464016442,-0.0472533616210819,-0.11558554935935,-0.0589235161395402,0.367335021841969,0.638519162446527
"FOSL1",1.64677234916465,0.17619317494937,0.24954689254497,0.265504674065281,-0.745263694632858,-0.0458643278230435,-0.252325280924617,0.140044617110049,0.584021735770133,-0.64634527871783,0.644373542045912,-0.840079544031197,-0.204712516386526,-0.19074742584827,-0.520020476493996,-0.060171911198571,1.25067013796498,1.0014729258768,0.102941314175146,0.990923129514086,0.422492561117027,0.350584242688105,-0.374898310456522,0.605921238902037,0.759623098858457
"FOSL2",-0.768650755368923,-1.71314601326383,-1.49124438411328,-1.47992705516698,-1.64063033634103,-1.36399980376662,-1.74671409434608,-0.778076659989512,-0.895760027649859,-2.38919918959727,-1.40629367121242,-1.66880046519092,-1.6775738702457,-1.90907426418512,-1.6159486268971,-2.13466981404861,-0.799776597584139,-0.997540191722892,-0.654496122277205,-0.933145629162349,-1.49742583136863,-1.48417865095066,-1.68163161229899,-0.822759352189289,-1.20681348790826
"FOXA1",-2.79694361970125,-3.35308031823059,-2.77119860266868,-2.43329517145785,-3.08277076851877,-1.79954947950987,-3.06526926822734,-2.78777141960913,-3.01317096571885,-2.60099698926959,-3.11809014016942,-2.69396732343352,-1.75091229016976,-2.68006359089409,-2.93955537923794,-2.88019113264439,-2.9889902723761,-2.58941765774041,-2.94839516689607,-3.13907657303277,-2.88840611064948,-3.52639643575376,-2.36216177598112,-2.90562434180073,-2.99561433539811
"FOXA2",-4.35518717925548,-4.54541370805648,-4.38537683768936,-3.95526120418149,-4.16648800510014,-2.4367343497608,-4.50034808978748,-3.98917758517432,-4.68911614596504,-4.17455226788957,-5.32395771821279,-4.29625178946881,-3.70923127992318,-4.41579076767602,-3.97585695491208,-4.03608532563959,-4.2255292191434,-4.87490466457287,-4.58519886487337,-5.01288551238442,-4.24016309513467,-4.86080133345531,-3.89434477483375,-4.30252991139457,-4.66038979774025
"FOXA3",-1.58967358620697,-0.904234017871466,-0.390924982707556,-0.769422575804614,-0.416374575334808,-0.0976968067969367,-0.661376606671936,-0.609003286817063,-0.728660461130946,-0.120047016517125,-1.35624530699868,-0.302554335332067,-0.294330410122958,-0.113770400364519,-0.384620619195262,-0.609932741447372,-1.19899030934774,-1.57443182047381,-0.246579157147619,-0.639453568918691,-0.100373376497106,0.195121029364854,-0.576430036324207,-1.113346151154,-0.488774022519791
"FOXC1",0.3490177009333,0.113402994428255,-0.302970235793183,-0.0538533935778655,-0.814757362404391,-0.114559266436279,0.256347179636188,0.112448006468639,0.0393152696380207,-0.896445381570667,0.988511653026632,-0.86708712757706,-0.251794819852847,-0.300071446922107,-0.039433682691174,0.192292438240054,0.0199891946973873,-0.36706130160301,-0.645261145141406,-0.199102617383125,0.44763079585809,0.159749542442118,0.696299899276872,-0.268240345441209,0.464614934544067
"FOXC2",0.56118885379836,0.689021759389856,0.135622937310052,-0.114890080862099,-0.145686579378756,-0.102265535995549,0.499387140022295,0.50697319207891,0.706984498566146,0.120356291262624,-0.203177765407263,-0.349602488484151,0.537446493674945,-0.0440705952800235,0.251472385413898,0.355001135738124,0.9134165203873,0.241953927772731,-0.373970850339773,0.128241252186227,0.738011449571743,0.513457790450449,0.813880856316784,0.0968315736405592,0.62452603479302
"FOXD1",0.270484677970406,0.54005665803158,1.2218346789829,0.862399434856433,0.513221724178509,0.855745673815899,0.88204518688845,0.615528970002107,1.0431305415873,0.70330456489847,0.290158193128004,0.594093557744033,0.940226806902156,0.259102451295438,0.842092345406332,0.688569825524724,1.04849209502616,0.868921317722785,0.479684768197746,0.795459408069366,0.341018150439206,0.783971471133015,0.570737126705231,0.543295496188841,1.54612998099958
"FOXD3",0.775542297876168,-0.336895195735802,0.0869320227338151,0.70275645787219,-0.291997076275765,0.533747202541155,0.671824280379175,-0.265430521071405,0.226710984290239,0.283564125590017,0.0331673030402702,-0.027115307455342,0.425514860189405,-0.221700403383905,-0.0830077290346769,0.153854468721549,0.677267542705006,0.289817688527253,-0.00589421514037548,0.0131343415712822,0.114741538181962,0.323348976086123,0.618576792303393,0.258916936984821,0.140593016848106
"FOXE1",-0.388782538463562,-0.730670016110637,-1.10168418030644,-1.26164696729753,-1.59184558472248,-1.26184633794761,-1.53566101621847,-1.21411217730701,-1.24555887406178,-1.07379394282733,-0.785516914001246,-1.37493447601906,-1.63426187877756,-1.20569409806848,-0.620335563178368,-1.05842389686745,-1.23196631659715,-0.947225552360064,-1.13972348707191,-0.716700370510221,-1.25476259645963,-1.00070505856444,-1.21291305107895,-1.59746888383619,-0.975253882402387
"FOXF1",-0.615153145493995,0.140039890999332,-0.0155604520062708,-0.457276224818486,-0.559813447354456,0.291021913207272,-0.055068782331994,0.405677514922376,0.265679278385209,-0.0447843055461882,-0.948938469618024,-0.0522396308590262,-0.0273617753839099,-0.0678700308928519,0.000603345550285289,-0.495832612444821,-0.466987392216407,0.196692074061231,-0.345123175210639,-0.674245613232691,0.357611158723045,0.245415508292848,0.203768699710804,-0.616709634055393,-0.405515421244995
"FOXF2",-0.552088374658714,0.333393018106539,-0.868770744778014,0.43917883780247,1.1731102003843,0.318687954667871,0.883505304476256,0.290637845946066,0.436377873286587,0.180457710714494,-0.312389812923394,0.712419032072427,0.235395395547564,0.875533058731295,0.742492736662878,0.642224013319866,0.377129995052564,-0.283157604068727,0.834332210393397,0.167921445610204,0.356852694751657,0.836580310456399,1.02529445746147,0.298410344584822,0.564386061295247
"FOXG1",-1.62191195879074,-2.29025105579912,-1.95189285110743,-1.50365552907922,-0.820115267384843,-2.12076148671701,-1.89274169561432,-2.33819639346122,-1.72038133560312,-0.63787566680784,-1.32401362858995,-1.33177705777559,-1.99493643119933,-1.01364061716361,-1.56813846560636,-1.35741042642854,-2.04662250292387,-1.4326774807806,-1.57214925143916,-1.29734123762912,-2.57103980390408,-0.765406691000746,-2.04534526426563,-1.17638538841989,-1.30706937555723
"FOXH1",-0.101579084121674,-1.01147144612393,-1.01491742022823,-0.449038257017674,-0.752789403759851,-0.213698321843793,-0.669139557717833,-1.20162335184788,-0.459434078734694,-0.897458736405444,-0.790394012871538,-1.06643369556444,-0.862032276989288,-1.08182697538343,-0.576052793471523,-0.818615596029237,-0.494084941145071,-0.995170387758429,-1.29849983298346,-0.937993489172131,-0.754372786009335,-0.705236232576108,-0.712577643723498,-0.789408032628268,-0.747818271328209
"FOXI1",0.540598528360665,0.424414917221639,0.658258925904829,0.10934322812553,0.739414193407938,1.18571448552571,0.853777963470507,0.545058463228517,0.557361699654183,0.929258888087834,-0.307219323711512,0.639033446268225,0.721640466391297,-0.159551132462155,0.438690587219352,0.295459606295227,0.732920201994401,0.520061873061628,0.175536272681115,0.851854343326335,0.225498083301363,0.560138822712804,1.147191611968,0.799067325396399,0.216120113594004
"FOXJ1",-1.93267689013837,-1.99926679620626,-0.943216504986213,-0.985636278311633,-1.67912634482446,-0.903542079799431,-1.91968974539478,-1.7806157852102,-1.82023298718627,-0.32112536230206,-1.83992344471583,-1.58333978834225,-1.45965344538631,-2.02399600682594,-1.93617492375847,-1.47054045802534,-1.80709370508435,-0.883757098983843,-1.81413909430964,-1.52774784759662,-1.9766607264686,-1.38033779498384,-1.63880832263513,-2.01824000249783,-2.68958356061248
"FOXL2",-0.579341491060063,0.0463488649374268,-0.540882002190582,-0.0863494863116872,-1.06852520755229,-0.13190043896597,0.00828123939618631,0.0945913193005504,0.00124453496574413,-0.358274452051386,0.0324611171146363,-0.0905361532775617,-0.166038994865967,-0.389931879412949,-0.321489809707334,-0.279344882505895,0.229377137550606,-0.844118998786829,-0.463029645966507,-0.463059069326965,0.255134697340432,-0.626612598605052,-0.14678234552536,-0.665528568092889,0.0865695789877346
"FOXM1",0.482930787239737,-0.0596532522614764,1.14514910127265,-0.00227265707106042,-0.365872075550124,2.14240287661194,-0.174900484728576,-0.291774096533386,-0.119290540677484,0.182056141783182,0.349214917217334,-0.727262277661926,0.127582157353997,-0.175995516581345,-0.231963086201445,0.0234184587325626,0.0811358783895491,-0.136623608898419,-0.0208669218928303,0.187299923818837,-0.482902445759526,0.154817257476897,-0.15311771737943,0.315793616419847,-0.0838643605926798
"FOXN1",1.01021544962049,0.920605194251458,1.05242109806673,0.602205706920965,0.530938973622944,0.480637366761264,1.03820008614639,0.810332365845909,0.963378772373191,0.775762543859837,0.638575005297098,0.646303036962096,0.777929076806122,0.882923884993562,0.328910248855487,0.912074129957829,1.38914184801209,1.0741997344141,1.10008875130247,1.07056142733321,1.06158255594481,1.36269393161321,0.750734492266564,0.793028674473949,0.861291210774275
"FOXN4",-1.3215684106818,-1.30298195510451,-1.60868351030471,-1.23681669034692,-1.11093599658687,-0.914171962974936,-1.37748333061523,-1.11327551878242,-1.29270201187012,-1.40741441256185,-1.44858408899464,-1.36305501645772,-1.25085267839367,-1.46864761769392,-1.17754751896655,-0.963813339240312,-1.28921050835133,-1.46805334225656,-1.41834043801298,-1.58031620442124,-0.97506731518916,-1.33610355685259,-1.21927803278833,-1.2540599687194,-1.03769881499245
"FOXO1",0.480713441034251,-0.107525342695348,-0.037977365868853,0.00589796351345419,-0.95044597975848,0.525008384643543,-0.164345929531413,0.357645808945313,-0.0732826588739195,-0.513812229422223,0.84854463400383,-0.687174479938602,0.248825134439092,0.0254634839887624,0.0267871483677341,-0.245363299574581,-0.0106858758234259,0.23261314279511,-0.721481904261757,0.0671935969510205,1.02134052896591,0.430139445202966,0.117922811292618,-0.157667439692906,-0.126063659028554
"FOXO3",2.74574545454708,3.09255553762977,2.22649253863735,2.25682634064144,1.93633964103805,2.27057212620392,2.68813003704995,3.79165637080596,2.98225423781217,1.78475130894667,3.0863301472885,2.9432755223334,2.8083116697806,2.83611521948158,2.8633762129026,3.01825672746982,2.43630275498738,2.52190117458073,2.26040308409069,2.08062996791206,3.93856323860735,2.68781430639254,3.28463329040062,2.24746243815717,2.24941127309709
"FOXO4",0.652575732003223,1.2630905358776,1.00408432159651,0.973464246638897,0.198379785229679,1.17548567081335,0.973140760619966,1.23743875502566,1.23387441623816,0.41059894810327,1.23121408487772,0.555032876266663,0.648623228677402,0.849605382376338,0.915668160475595,1.16215726002054,1.22396215767464,0.86876204561938,0.684559074106895,0.780011736017913,0.980592096239319,0.939654115810384,0.697570243036428,0.506207460338067,0.767168750762468
"FOXO6",-0.0395418221731565,0.91823055480515,0.228652911708592,0.198591947477119,0.523179148898945,0.0798515004550506,0.84963015563074,1.05390358985189,0.597163412620139,0.419570518319259,-0.223739433793409,0.62168545599829,0.234348671039533,0.458719645603574,0.651132850722596,0.65300178268831,0.5000726099406,0.419311981312927,0.438315536271719,0.351822291757751,0.754852453879664,0.756425802126992,0.409030531170791,0.677856084500914,0.816956606396383
"FOXP1",-2.65965705884165,-2.63067276071656,-2.93327694061645,-2.85834233022555,-2.5128637896835,-2.71971938131553,-3.10298325914078,-2.76207924442019,-2.41965072785796,-4.01866874802144,-2.2666656313745,-2.63388797587993,-2.70348182612749,-2.64736542098157,-2.84484884447143,-2.3945506977237,-2.88752204777624,-2.63963231649002,-2.53635204651028,-2.66640221443841,-2.44458851691817,-2.55338495640241,-2.96832702937922,-2.60553613241062,-3.09090539960209
"FOXP2",0.374228823367599,-0.297914931269838,-0.687507511702564,-1.04721845200286,-0.84798461492194,-0.457886379828311,-0.397030580005215,-0.604747214306606,-0.472778547778698,-1.34706768137595,0.0928912470992665,-0.610875580939239,-1.20003843922394,-1.00734114079981,-0.345279377985502,-0.17844699622336,-0.160750182449441,-0.678675558701587,-0.87223247470615,-0.546608745418586,-0.849656081799111,-0.768372282365332,-0.343929649910736,-0.139306823657413,-1.41179662955964
"FOXP3",-1.97896150830381,-1.26654265592093,-1.00892066638371,-1.47138230682038,-1.05540671361095,-1.029224430474,-0.813133918547308,-1.04100822601984,-1.05846376336676,-1.64848762867259,-1.77386763529283,-0.369952996039982,-1.11427222957975,-1.29416813867176,-0.800670007826071,-1.34960587738654,-1.72946667133235,-1.63605521524492,-1.53062805683106,-1.31990612625325,-1.15784788643838,-1.41594089306214,-0.80729089577186,-1.19953211854918,-0.939517014374062
"FOXQ1",0.450166202083538,-0.464111611240248,-0.752081262115626,-0.532916855465437,0.135618715520793,-0.12462778338298,-0.0512003684848368,-0.0257358588480429,-0.0556301739790496,-0.92308760304383,-0.334271016900546,-0.410829840465919,-0.0500736031345795,-0.266675505091267,-0.128259873595951,-0.0954829572716805,-0.135221547447612,-0.362972928359005,0.0334180509014333,-0.0404931989310094,0.0690575027242783,-0.219862923054988,-0.460600320298188,-0.14827443589416,0.32719711990451
"GABPA",0.339278352064985,0.455330808658078,0.871919360161869,0.0254895681911149,-0.0534193744170884,1.13050841018609,0.589949108297527,0.603913721094724,0.434520158236001,0.0456544331459819,0.846495296462674,0.334081058537316,0.498407219310889,0.662223522508941,1.11804699636435,0.750236688974326,0.212662198017899,-0.038171289918777,0.67790389306284,0.103762598197199,0.153189100812576,0.563265790896851,0.53092478855268,0.141010060598141,0.465862293264659
"GATA1",-1.79630332207954,-1.66543216714966,-1.87831072809953,-1.44600562234767,-2.24394932339234,-1.58888875189014,-1.92001071163891,-1.53596897409778,-1.66971439137023,-2.02822510074245,-1.69114003545592,-1.80876016818518,-1.69414873022507,-1.73511057041806,-2.0194348285038,-1.66011919512606,-1.90344053745571,-2.3509137973054,-1.70359390173884,-1.72841729154042,-1.41190958644466,-0.727212589671718,-1.85828008474152,-1.81802981339597,-0.976690878695197
"GATA2",-3.5286812702303,-3.0300748293473,-3.2420411379017,-3.55237151393782,-3.44207025547671,-3.33034965403919,-3.27928581018894,-2.7302166770025,-2.71334401991382,-3.26742099990937,-2.77202693972279,-3.00678095247707,-2.92248825249289,-2.9548327382993,-3.54858585184511,-3.89277974373089,-3.05852760497142,-3.53357307090609,-3.37156736832677,-3.29379758494735,-2.9434311991905,-2.8654495705595,-3.019085854339,-3.55165485115985,-3.07437148450712
"GATA3",-0.989565288559483,-0.196528340462816,-0.788968093403428,-0.566656679541074,-0.249914164110916,0.105865554754205,-0.0723276342546083,0.275862115472836,0.0259750555572651,-0.45537163294847,-0.230231696176899,0.0904172848570216,-0.385691327796742,0.28155456729115,0.446404933402787,0.256855218464835,-0.316711602778145,-0.831759930926757,-0.0975892304492812,-0.903224603396633,0.370958712221071,-0.102127505795497,-0.449463633837756,-0.837896362849947,-0.358387457152792
"GATA4",-3.39784842446615,-3.13803526058055,-3.03065117771576,-3.44472951695264,-4.30831724778216,-2.61119156003124,-3.57654967847082,-3.16204559847802,-2.8922736048389,-3.988304491376,-3.07745644869151,-4.11808666691802,-2.9417613624031,-3.64299220631076,-3.5803012183505,-3.47807939197378,-2.81613808097721,-3.81475454957332,-4.07964395977252,-4.11405586954614,-2.38982391488954,-3.45402904733363,-2.86378376416853,-3.73767340921459,-3.65757859508835
"GATA5",-3.10854075450332,-3.02130748601396,-2.60332476323687,-3.59244869556263,-3.02486143537946,-1.79105763564609,-3.05397687493572,-3.03845446677951,-3.40687619982117,-2.22264205591829,-3.33860480678518,-2.8617030103758,-1.51947581406492,-2.87396123175367,-3.12402474477431,-2.73735867540483,-2.59125269231629,-2.32895611367166,-2.40116720819582,-2.51421975634031,-2.38310930260371,-3.24603847527082,-3.10122007413037,-3.34588189922574,-3.2094943452679
"GATA6",-1.8950965192044,-0.469087531880702,-1.53778052588215,-2.15264258673789,-1.69955007052979,-1.48974368197211,-1.01526559812494,-0.870917567292372,-0.778002496017839,-1.30579207743448,-2.07948371157192,-1.95059815432327,-0.647368152152928,-1.65209026585598,-0.935575863817941,-1.60245720936114,-0.172506787011645,-1.77512144865797,-2.16034592554891,-1.88613381547548,-0.262010229239728,-1.3783964713268,-0.394245096753155,-1.61468887519884,-1.6309182771456
"GBX2",-1.55983858589103,-0.697320064203074,-1.052579893454,-1.29632283419915,-0.815428172538428,-2.02562797145674,-1.19896444848264,-0.964818604939802,-0.893135011593522,-0.533625203962105,-1.3862088265753,-1.31792835211663,-1.00288609638678,-0.892691844316376,-1.12805746475636,-1.37182164484346,-1.07258332162758,-1.4366132099332,-1.4283565175466,-1.19049524442135,-0.465589579659713,-1.0268939851241,-1.1015676752147,-0.985806976321183,-0.579909089081059
"GCM1",0.0369024007171635,0.308743777789838,0.28340908078818,-0.067853607425816,-0.281756786193493,-0.599843230408523,-0.0644970097148018,0.20482321257987,0.039658312799848,-0.0310809012284601,0.0717233313479794,0.1301811269461,0.00114363299266196,0.388784876033073,-0.218557706112205,-0.354582004417731,0.647651357698549,0.0413634888033695,-0.112747721148614,0.480448369788509,0.359178332215858,-0.136149726222021,0.0950829959673673,-0.193256756282543,0.0913583355199378
"GFI1",-1.154418983224,-1.52155909191262,-0.948879646651503,-1.23442856459368,-1.31074615185045,-1.83548374492698,-1.71853064616186,-0.873233793943147,-1.4672813539618,-1.61899487229686,-1.52647988817708,-1.16796663282356,-1.31554165264341,-1.2563401302839,-1.52366026490129,-1.84526131055206,-2.02179265843984,-2.03007580645147,-0.874218885719139,-1.51966634731513,-1.18833637811326,-1.44817368481592,-1.46901300674993,-1.51486647156107,-1.42023584052308
"GFI1B",-0.419101805770838,-0.320437934437285,-0.781153748945828,-0.877208860656227,-0.886484464630236,-0.312711091809386,-0.936376532931642,-0.740656742917174,-0.687898236693497,-0.781036071010062,-0.880922324410076,-1.16976650755378,-0.800461402119748,-0.755613718825313,-0.513405996027734,-0.679018670189753,-1.04624441340192,-1.04285069802803,-1.17806735405943,-1.09812592247757,-0.50525373856944,-0.518459450696394,-0.651137405672829,-0.835117467002522,-1.07567259381566
"GLI1",-0.556598891647324,-1.42918859835353,-0.736024833290464,-1.73123232413601,-1.71340603671666,-1.25869580873891,-1.25485751949904,-1.34808749134339,-0.849240902159213,-1.07577629633736,-1.59599067308035,-1.3716106017687,-0.788130084530027,-1.52021784580013,-1.28429699970997,-1.36650637634866,-0.32393180841407,-1.25614659732041,-1.31929293664552,-1.35453979117621,-0.8056395701568,-1.44565878636603,-0.672426994448597,-0.863496082613868,-1.00411299272816
"GLI2",-0.653980372230391,-1.71162844050917,-1.20158029955118,-1.82648597919779,-1.88889479631034,-1.86901947637844,-1.95166670963141,-1.93368865357781,-1.98313813126483,-1.3566558099541,-1.09787684829797,-2.32650415522992,-1.91611479111173,-1.86664471439911,-1.71453944020077,-1.52894042819623,-2.2341899883832,-1.87544641086832,-2.40763851781031,-1.77893277224442,-2.22049992201101,-1.83735858747479,-1.72651430315863,-1.72241419664543,-2.09437236280851
"GLI3",1.64510341052556,1.88454819084824,1.84069517342689,2.02423906485546,1.54557221791417,1.26862102123569,1.69757391891391,1.7400568391496,2.1172273823121,1.29739215309452,2.27638885992452,0.605032703823259,1.79427310999781,1.53101119824082,1.50209990793116,1.99568695991015,2.2920751549423,1.56663766920142,1.35811797517875,1.68829359231703,2.45910489605495,2.04380086822654,1.52380695050588,1.74316084861086,1.29026531047622
"GLIS3",-1.8702558545429,-1.59700638215565,-1.61182812321275,-1.83684962400604,-2.07236894440478,-1.61525439633242,-1.33624258792504,-2.5289261726103,-2.39833281955075,-1.77418893055998,-1.26558002734913,-1.94784816063072,-1.84231378049199,-2.36082152059655,-2.07007382209563,-1.71708738200103,-1.17083079516254,-1.92592165536745,-1.21742839603626,-1.2845692166725,-1.6596255767682,-2.06973866722292,-1.89072848969589,-1.73290107657074,-1.69696491131482
"GRHL2",-1.30998922735739,1.17553029849808,0.620649440811222,1.38661903544389,2.00152461434859,1.06467363843052,1.96959676746367,0.361396343229519,1.03228428369308,2.41946671005431,-0.179974635518644,2.44989196209891,1.00878085025846,1.92606060004217,1.33481081101856,1.84853792827917,1.4412398365075,1.06002022573121,1.48864066948067,1.48854367272323,0.138003357234228,1.51181551635034,1.08546410545936,1.58813356313509,1.54076140005133
"GRHL3",-0.364534308020195,-0.0404793889240668,-0.12922113862479,-0.233995532383707,0.294750976670087,-0.300372961685693,-0.0469433423437716,0.210364511233875,-0.141885883273514,0.277569504787429,-0.325178506408735,0.158567893937218,0.196315382156702,0.420038795617367,0.170838146324854,0.31081353436595,0.146158275806533,0.488354299316943,0.41856224941607,0.365645603154793,0.22609594787704,0.253036030846244,0.0502371916982085,0.247870355964864,0.176128007149892
"GSC",-0.293229936221923,-0.532165046717668,-0.917456256689022,-0.405947553634279,-0.560380314274869,-0.139325531843484,-0.588479206365707,-0.77056601312786,-0.836717200979335,-0.148316922625549,-0.267408004744704,-0.86382118328059,0.0186654733621794,-0.362791986006689,-0.241303080261759,-0.149310746530549,-0.753457331750105,-0.705128042510709,-0.797892947787758,-0.726342211029827,-0.416429977789845,-0.0393841046090991,-0.32785787626549,-0.753355724772827,-0.15559397716605
"GTF2I",2.4570104234171,1.9412351864606,2.05653803086311,2.35005166151472,1.81434803800834,2.15671812935718,2.13288789992477,2.37200029880018,2.33703108706857,1.21918763014843,2.13202073211432,1.63238188256671,2.26166170209518,1.82891238365147,2.09648433362613,2.21966792292559,2.07681109107416,1.88832728445203,1.80808471366836,1.77203010282195,2.50204480677698,2.60692676633031,2.20133003937222,2.5124245539478,2.21735738315796
"GTF2IRD1",-0.272329492529954,0.0877168185199851,-0.167881196592643,-0.219912104012556,-0.109417299438827,0.59387856782611,0.0468079194498724,0.055990063647984,0.100887770262564,-0.183872229601613,-0.188833149009322,0.211912385398588,0.00776563354001208,-0.158382722779316,-0.0392255948571132,-0.186449727009377,-0.142346602922424,-0.26741262106704,0.269761734510203,-0.4940411089438,0.221130692408046,-0.274493262728459,-0.068249777744672,-0.0343157033574746,-0.0130982371258669
