"","DeconRNASeq_CBSX.Melanoma.scRNAseq_B.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_MOMF.NBAtlas.scRNAseq_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.1.Iteration.2","B.naive.cells_Subgroup.1.Iteration.2","Macrophages.cells_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.2.Iteration.1","Macrophages.M0_Subgroup.2.Iteration.1","Macrophages.M0_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACanProMet_Macrophages.M1","CBSX_CCLE.TIL10_Macrophages.M1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan_Macrophages.M2","Epidish_TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DWLS_TIL10_Macrophages.M2","CBSX_LM22_Macrophages.M2","Macrophages.M2_Subgroup.1.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","Quantiseq_Monocytes","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","CBSX_CCLE.TIL10_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","CBSX_TIL10_Monocytes","DWLS_TIL10_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","Monocytes_Subgroup.3.Iteration.2","DeconRNASeq_TIL10_Neutrophils","Quantiseq_NK.cells","CBSX_TIL10_NK.cells","CBSX_MOMF.NBAtlas.scRNAseq_NK.cells","NK.cells_Subgroup.1.Iteration.1","NK.cells_Subgroup.3.Iteration.1","NK.cells_Subgroup.1.Iteration.2","DeconRNASeq_LM22_NK.activated","CBSX_LM22_NK.activated","NK.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_NK.resting","CBSX_LM22_NK.resting","DWLS_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","DWLS_TIL10_CD4.cells","CD4.cells_Subgroup.3.Iteration.1","CD4.cells_Subgroup.1.Iteration.2","CD4.cells_Subgroup.2.Iteration.2","CBSX_LM22_CD4.memory.activated","DeconRNASeq_LM22_CD4.memory.resting","Epidish_LM22_CD4.memory.resting","CBSX_LM22_CD4.memory.resting","DWLS_LM22_CD4.memory.resting","CD4.naive_Subgroup.1.Iteration.1","DWLS_BPRNACan_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","Epidish_CCLE.TIL10_CD8.cells","CBSX_LM22_CD8.cells","DWLS_LM22_CD8.cells","CBSX_TIL10_CD8.cells","CD8.cells_Subgroup.1.Iteration.1","CD8.cells_Subgroup.2.Iteration.1","Quantiseq_T.cells.non.regulatory","CBSX_LM22_T.cells.helper","DWLS_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.1","Quantiseq_Dendritic.cells","Epidish_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","DWLS_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.resting.cells","DeconRNASeq_BPRNACan_Cancer","CBSX_CCLE.TIL10_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.1.Iteration.3","CBSX_MOMF.NBAtlas.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Endothelial_Subgroup.2.Iteration.1","Endothelial_Subgroup.3.Iteration.1","Endothelial_Subgroup.1.Iteration.2","DWLS_LM22_Plasma","Plasma_Subgroup.1.Iteration.1","Plasma_Subgroup.2.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","Fibroblasts_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Mast.resting.cells","CBSX_LM22_Mast.resting.cells","DWLS_LM22_Mast.resting.cells","CAF_Subgroup.1.Iteration.3","CBSX_MOMF.NBAtlas.scRNAseq_Neuroendocrine.cells","Neuroendocrine.cells_Subgroup.1.Iteration.1","CBSX_DWLS.NBAtlas.scRNAseq_Schwann.cells","CBSX_MOMF.NBAtlas.scRNAseq_Schwann.cells","DWLS_MOMF.NBAtlas.scRNAseq_Schwann.cells","Schwann.cells_Subgroup.1.Iteration.1","Neuroblasts_Subgroup.1.Iteration.1","Neuroblasts_Subgroup.2.Iteration.1","cycling.Neuroblasts_Subgroup.1.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_cycling.SCPs","CBSX_Jansky_signatures_reduced_cycling.SCPs","cycling.SCPs_Subgroup.1.Iteration.1","CBSX_Jansky_signatures_reduced_connecting.Chromaffin.cells","connecting.Chromaffin.cells_Subgroup.1.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_cycling.SCPs.1","CBSX_Jansky_signatures_reduced_SCPs","CBSX_Jansky_signatures_reduced_cycling.SCPs.1","SCPs_Subgroup.1.Iteration.1","SCPs_Subgroup.2.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_Chromaffin.cells","CBSX_Jansky_signatures_reduced_connecting.Chromaffin.cells.1","CBSX_Jansky_signatures_reduced_Chromaffin.cells","Chromaffin.cells_Subgroup.1.Iteration.1","Chromaffin.cells_Subgroup.2.Iteration.1"
"NB369",0,0.113612412745761,0.442263865066502,0.164296750062157,0,0.0238283936411884,0.0886993621135556,0.212297445349112,0.0441618340621339,0.126012746484542,0.0280421692787012,0.0799798894670574,0.110167163163213,0.0316177760799827,0.0273137695398178,0.0687745638635762,0.0529149796619765,0.0765824104117165,0.0519075331653278,0.133723848928515,0.069520842166119,0.0354747338379817,0.126725344978389,0.11058236090242,0,0.0383530457305575,0.0280382725900541,0.0843305218458486,0.124439910057111,0.0811042068779546,0.0335604272538828,0.0286029905931375,0.0679077602663084,0.0661655252919504,0,0.0561184331125212,0,0,0.138150234889711,0.142698722511372,0.0210473067149341,0,7.109827866032e-05,0,0,0.0296447178235651,0.0714755354381224,0.000441381126772528,0,0,0,0.496875206752175,0.19771536291048,0.327405002772086,0.232497183298623,0.371286136943054,0,0.0701904904918497,0.0875497336794426,0.323530408798055,0.0244267258559725,0.163727709103324,0.038456428006002,0.0608609281813224,0.0961598487340246,0.133900907286753,0.17918459956815,0.238569229789119,0.126365622158535,0.143593008399481,0.280424984958742,0,0.117524483370603,0.0987447427022931,0.0129104820329606,0,0.0300193847763191,0,0,0.0705278111647799,0.0326068420797319,0.020094543245493,0,0.382183343532216,0.406715318513782,0.684749894885641,0.0607533029035311,0.514622806780194,0.150117523994209,0.109201247874754,0.0313397755375368,0.317049216856607,0,0.0084818271776717,0.0326012742054382,0.0413858248769932,0.100517650303429,0,0,0,0.193557429459342,0.0308747300632556,0.359143102475095,0.021809317662288,0.171389172559991,0.0655819207677553,0.0528721817511104,0.547425895427415,0,0,0.264462194062604,0.173192397233177,0.0555198357603895,0.195910523978983,0.0525223136626725,0.264462194062604,0,0.173192397233177,0,0.0555198357603895,0.295460538294083,0.195910523978983,0.0781857762275195,0.0525223136626725,0.0877600118690416
"NB371",0.0025418316755004,0.253940755321199,0.650093409598558,0.436913660374146,0,0.0347910456797878,0.0999587791382865,0.239415400172656,0.0193325221460022,0.138743093290653,0.0820198268906235,0.103431176750313,0.108547735448162,0,0.0758587393605981,0.0650118882664741,0.0719655164135156,0.0456936574824548,0.0555013590019668,0.0754520256223607,0.09784587233425,0.0210920906925033,0.102584689057271,0.00251292195993689,0,0,0,0.17522307522283,0.0471819195779385,0.151053428490834,0.027888175630706,0.0491668708491637,0.077276676299544,0.0304341202751119,0,0.0776473311460711,0,0.0372976607157138,0,0.117219230826707,0.0514953073969077,0,0,0.0296549773437053,0,0.0636536924619961,0.0262758559703456,0.0888227052223878,0,0,0,0.229452245788828,0.0841215424672971,0.0627079456165346,0.188785432381028,0.331023031032285,0.00611199181026903,0.152718105042287,0.162407920527487,0.282224204563454,0.115053329797132,0.00544631967657248,0.0467586707211732,0.120454344612613,0.0207296921090663,0.0870852510969265,0.138509068021858,0.269306196872125,0.0163949488865559,0.118863464753764,0.303269316339428,0.00706435704189844,0.0736248878615669,0.0997930594365247,0.0941844899818748,0.0462913886072527,0.00839600792046965,0.0486574601154857,0.00931279703384285,0.0731789082873896,0.0205708584342543,0.0161536611357159,0.02766347317533,0.392913456242832,0.829087348702633,0.731789217559469,0.0544849204558488,0.561283262024758,0.152025318862622,0.0845488482030824,0.0396556346259301,0.33319866880475,0.0162128476400083,0.0247556663720878,0.0477091148455331,0.0643643301267215,0.0539227539859738,0,0,0.0487777095356764,0.273464810872621,0.0480275191766373,0.47821967117936,0.0346096615507759,0.21099221049977,0.0555306887571116,0.043587537729502,0.0513476516713944,0.670346897630902,0.670346897630902,0.224983694048465,0,0.0253861237968083,0.259641183484681,0.0746536635065135,0.224983694048465,0.0345308014541061,0,0,0.0253861237968083,0.244807415882863,0.259641183484681,0.0354811174303115,0.0746536635065135,0.0661087785355875
"NB372",0.0127768509541048,0.486913582160012,0.512476782213019,0.617016322102683,0,0.0195145150784743,0.00907671447103341,0.127749643205089,0.0179840663642157,0.152217019431681,0,0.0805923035823039,0.0779036621693424,0,0.0132240792620159,0,0.119768014630584,0.0380875350937039,0.238972460619731,0.0464488830789651,0.342429378962653,0.0193895542205844,0.130487529484674,0,0.036061689288568,0,0.0592317405126172,0,0,0,0.0431870014246575,0.0994070332579049,0.00441313175594648,0.0445311207584997,0.0399642432253226,0.0825683720460108,0,0,0,0.0786279031243182,0.150081977161265,0.0368521129724551,0.0441439415690824,0.077287805394545,0.0218136892032314,0,0.0356477120865156,0.0955053929462831,0.413604140460089,0,0.23002454255224,0.0506949029195174,0,0,0,0.105376339683322,0,0.077004607232371,0.288905936490742,0.336917745565332,0.293629060665782,0,0,0.400766625578895,0,0.0516853922814624,0.0394731714070806,0.0680119366678066,0,0.0298727361147621,0.223305011095357,0,0.139023688534608,0.147097511259386,0.0472168371684158,0.166714430231738,0.22572776616574,0.106560201760832,0.518514048238128,0.923678380806273,0.0462969503627129,0.0561038349305751,0.0317482131974024,0.427340176650308,0.874050244018583,0.865093029996186,0.158321597430699,0.592815495693591,0.239358690520267,0.0217524732319742,0.0360581455951379,0.29383409846368,0.0187336250995226,0.0714552465514675,0.0929661545490951,0.104353503649697,0.0212290424178629,0.11328843620647,0.004455421083497,0.0607971450990392,0.348380203432007,0.115266854593607,0.624746516842195,0.0133890679455754,0.131773343324585,0.0443585922680453,0.0355643485514266,0.398646713995034,0.0835043158398385,0.0835043158398385,0.193716884065609,0.127278636707763,0.10503344633231,0.390570333457365,0.0986387462545868,0.193716884065609,0,0.127278636707763,0,0.10503344633231,0.268813788627922,0.390570333457365,0,0.0986387462545868,0.00374637645348232
"NB373",0,0.622703197919093,0.673348443443786,0.727417866913948,0,0,0.00641357596261315,0.12980256182608,0.0190200275357386,0.197584085631912,0,0.0912887148554724,0.063625288417911,0,0.0175392918915333,0,0.108340470274483,0.182835782547076,0.171881386236995,0.360296826119445,0.334750211839939,0.0589208249802957,0.240697189747461,0,0,0,0.0443275149181762,0.69508879109965,0.227373863324172,0.333989497036094,0.0521912687921573,0.0682319363597325,0.0600391885138147,0.0295611971421887,0.00632499364703303,0.100318380627274,0,0,0,0.0734061398946891,0.121003353069184,0.0162163197671416,0.0652009185078344,0.0877502020622173,0.0295378440231962,0,0.0635429234849433,0.0984901409695712,0.377296802080907,0,0,0.00912190797397241,0.0930772993390028,0,0,0.0169656217364984,0,0.096683209750436,0.250228211166194,0.188501381582723,0.204258722071827,0.0457402362409019,0,0.317529648582242,0,0.00721959352688184,0.0232764279423762,0.331850822313438,0,0.0766668279844133,0.290631015329978,0,0,0.068620834857731,0.101593045159984,0.205593681635987,0.292282570107813,0.0419847340282605,0.268893928125395,0.0014303180854592,0.0702903215878385,0.056395023674675,0.0285873696235387,0.414220781675007,0.875323598313683,0.818127851727682,0.183338835529735,0.587756790975947,0.453524096120196,0.0106413598365701,0.0994973811753616,0.332641002174346,0.0263243260038703,0.0479067636708768,0.0741644244242227,0.0935328253643687,0,0.101574976317685,0.107800006883969,0.089256434347549,0.188859839552764,0.0710942545535105,0.612992173150886,0.0201383623576737,0.0501658151779455,0.0329578450242286,0.0506227528718464,0.620874085230417,0,0,0.198766636255525,0.100635382456672,0,0.184489595054738,0,0.198766636255525,0,0.100635382456672,0,0,0.244454730073464,0.184489595054738,0.0940009372581743,0,0.116499410289651
"NB374",0.0230311570787643,0.280804613514034,0,0.478122546751644,0,0.117913825975209,0,0.130006930657982,0.0148629969441449,0.174676105550941,0.0315076900301863,0.0798945546967603,0.0827430965671892,0,0.00813210413541699,0.090840610059572,0.105869698605054,0,0.0806226365354328,0.104441809351077,0.260288279692857,0,0.139701339643749,0.0377903383956163,0,0.00724766266295073,0.0387133897429174,0.119537536068003,0.0523705118908174,0.212910559807084,0.03096457006328,0.0997155107901255,0.00724853700220282,0.0314212864294257,0.019795968988806,0.0394260070511658,0.0119484670801518,0.0145044416094476,0,0.0975795014164056,0.106763803447579,0.0635874764133505,0.0493137777814291,0.0722899125353197,0.0196075624161236,0,0.109346183885796,0.129055829373369,0.63200962071381,0,0.521877453248356,1,0,0,0.0115919334786788,0.117089385663339,0,0,0.212431385315138,0.0426426975071598,0.116747993786907,0,0.00560710410667308,0,0,0.068536181412904,0.0887763365295855,0.0269504382657434,0,0,0.151400070669629,0.0369421594643406,0.0984274255510927,0.186097182728247,0.0220967521869807,0.495604472825122,0.123944718713292,0,0.641794446998251,0.68264763084184,0.0273117715356549,0.0699500529500455,0.0667597583065099,0.421954339745241,0.992752337337049,0.877428220533462,0.303315305734294,0.398211626146044,0.387418018612202,0,0.0446726401296295,0.19083867477735,0.0345406420061438,0.152561812446516,0.126583247823375,0.115091064471459,0,0.119493772050097,0,0.0585246014438214,0.13057597241238,0.128826784769907,0.617561739363803,0.0516492427068176,0.363232019984759,0.0721505477885054,0.105932442649158,0,0.781631608129278,0.781631608129278,0.25487844280302,0.119097480404803,0.107209547159557,0.0992709114659192,0,0.25487844280302,0,0.119097480404803,0,0.107209547159557,0.205725501715102,0.0992709114659192,0,0,0
"NB375",0,0.567067078729647,0.840089101647844,0.46574868195553,0,0.0439887039740576,0.0314360006961699,0.121184702117295,0.0289557550432112,0.172760374917297,0,0.143946259092135,0.046401578543776,0,0.0531168440411088,0,0.101226046466663,0.508921539919585,0.333567018921647,0.617176829677444,0.433730008827189,0.0491233588775926,0.213004860245474,0.000421608404511495,0.0618119233516264,0.0549046853501873,0.072124413085617,0.357541188965699,0.471059892681754,0.363029358443814,0.0683938189545882,0.361145253747446,0.0338141614988146,0.0619688218925998,0,0.0690328494239351,0,0.0184689382418336,0,0.0831135798290399,0.113456804325013,0,0.0456024162989443,0.0516324426983334,0.0328432907505016,0,0.0286672162567127,0.104921844170499,0.256346739155032,0.09809897500053,0,0,0,0,0,0.0918612435918782,0,0.114120408794961,0.223946849441661,0.145901569443787,0.134378807790104,0,0,0,0,0,0.0812334159606191,0.0401794378813454,0,0,0.228222486864237,0.0264803643277887,0.0552852166479085,0.079984013863861,0.0754280464588779,0.00750491264811703,0.0150345023465854,0,0,0.0197938118787429,0.0543897881936717,0.001988665037267,0.073309407034627,0.454437384079042,0.925384679228231,0.864914493712615,0.146511782527904,0.414126350520276,0.336758898265435,0.0291131335646347,0.0616629328431416,0.333267962171059,0,0.044915705985053,0.0785134068092635,0.0778262222578858,0.123763514165712,0.0986664159878848,0.11201683568117,0.13169257971082,0.317813278475066,0.0304467018112995,0.51096914551282,0.0568886286776973,0.156451234411854,0.0682698677274109,0.0685646802209675,0.308448098718981,0.511913949477803,0.511913949477803,0.247307051845102,0,0,0.0324094570812715,0.0340182746145122,0.247307051845102,0,0,0,0,0.259619173271418,0.0324094570812715,0.147228494721944,0.0340182746145122,0
"NB376",0,0.39570427282182,0.844741735546688,0.35342835296587,0,0.0576903944313418,0.136023784810417,0.235516128961091,0.0863201870490679,0.143221784385021,0.012745594031452,0.0818497332587683,0.0796341619003552,0.0002682834191397,0.0323792055099401,0.137900107320161,0.0913565393186341,0.248966038658261,0.141761630554677,0.118540879701366,0.172001186846443,0.0454330260942698,0.144123477463093,0.0949868857510419,0,0.0472512170622911,0.0409353025803812,0.261949437063968,0.225359631547414,0.121828107798641,0.0377235016809956,0.0832792824825692,0.0683816573446915,0.0473963643469447,0,0.0335093406112437,0,0,0.159276225559321,0.0928677099871815,0.0411648166969291,0,0,0.0112365365483989,0.0371404633154293,0.0453854038220839,0.0507549960330308,0.0499351124527207,0,0,0,0.0761313267372629,0.0402672883501937,0,0.05930955499974,0.148403890829034,0.00235380335756706,0.0401417482098739,0.104363026800615,0.176359347143064,0.00349998622119049,0,0.00190298015397577,0.0601558049456888,0,0.0682119769662071,0.136541080717408,0.177597244639891,0.199420696238558,0.0679630036737638,0.191115351464706,0.125662664848215,0.216926830306047,0.167165395533698,0,0,0.00936608094187127,0,0,0.128533125554593,0,0.0261121112734062,0.0277476867027181,0.471904188331582,0.802365484974881,0.868548465924776,0.0852046214406392,0.22066607907715,0.22079833963177,0.104931813691029,0.0119542032192526,0.269113897766649,0.0284615192800963,0.0465246602935,0.0094659217621935,0.0534838033080303,0.203327599819832,0.033475864027618,0,0.0434877878926475,0.330107252990807,0.0271525314435172,0.430638466387397,0.0415920903221231,0.141832672920338,0.0800412889378745,0.0264865418657652,0.599158971352038,0,0,0.281941960270672,0.160148349044242,0.0501557031773827,0.220132070973201,0.0638399224717245,0.281941960270672,0,0.160148349044242,0,0.0501557031773827,0.297586745327063,0.220132070973201,0,0.0638399224717245,0.114639580762077
"NB377",0,0.264494922311359,0.531290781071725,0.282788628740466,0,0.00677772905079885,0.0355297155517251,0.172431557288989,0.0535200009927904,0.166341215496715,0,0.0674832529688819,0.0825597490887651,3.535711658917e-05,0.0323969003269464,0,0.111578151590216,0.316776570591036,0.0781373708706095,0.313270576749337,0.295950606281056,0.13827241395864,0.19796455480692,0.125906271524905,0,0.00899834312411657,0.0132320008468234,0.177366382235201,0.187088070107669,0.180363095901105,0.0284120172597102,0.0594870290691095,0.0796870766765548,0.0289782695056186,0,0.118329799354055,0,0,0.13813123668809,0.119256378568251,0.0987800897361193,0.00273916326182812,0,0.0306698826227303,0.0229084663394896,0.0441382671114997,0.101806861543578,0.0502608821655791,0,0,0,0.353168852515879,0.251299818309784,0.206240716093795,0.158207001605705,0.304332349987665,0,0.186561734690594,0.243638737303348,0.273645956813695,0.174835676799279,0,0.041012720619195,0.115540366412396,0.0691363844738113,0.128100164541354,0.063091502406934,0.348012539352906,0.105171171192103,0.122545685305316,0.39423525047703,0,0.152414835058404,0.113111252684884,0.0703378237441736,0.00894843734352612,0.0376550610924241,0.0536921386496578,0,0,0.0583262940767581,0.0140275388478424,0.0281773736042495,0.41197649725431,0.520055331410356,0.816506428187542,0.103651105002993,0.530718871846754,0.244748119276863,0.0977151075369999,0.0340728751676173,0.28894543374595,0.00811917778962409,0.0303498753973369,0.0329825716481013,0.082601620925517,0.0431684891474617,0.0345854522479614,0,0.0149481875031688,0.196041272940525,0.0792716581837044,0.591709726594663,0.00449155621911302,0.125147808343539,0.0641860859343081,0.0310493483392832,0.694287765718574,0,0,0.111130923062035,0.0540374795112367,0,0.152786163687901,0,0.111130923062035,0,0.0540374795112367,0.050920409079093,0,0.281590278042892,0.152786163687901,0.0988885910822884,0,0.187071063650016
"NB378",0.0172812693300106,0.602488757084304,0.643635534901205,0.538282569539312,0.00162137426731288,0.139210170737562,0.0123594307594588,0.110463096569535,0.0287140056273455,0.187614858795994,0.0705536640433534,0.0605453358639966,0.106915468603642,0,0.0175473595931043,0,0.0998012296067912,0.471861538499412,0.387860630538742,0.401858959893439,0.276690780128251,0.0105513196312745,0.208610280829042,0,0,0.00269439811260845,0.0469646076423747,0.459038430103203,0.152734033007847,0,0.0318647518605042,0.29793902965001,0.00796991373525087,0.0314791576066133,0.0640049729413933,0.0316924767888816,0,0,0,0.0847391826638227,0.1404380046806,0.0758530479491274,0.0408569714999977,0.0993124957600915,0,0,0,0.10990099770926,0.258750314747577,0,0.0937564737491368,0,0,0,0,0.0149775769456957,0,0,0.11380542434482,0.0796773554940361,0.093812887054142,0,0,0.356364465098795,0,0,0.0641953869300615,0.197389363225616,0,0.0695373500006753,0.136933790745125,0.0132305705463716,0.0635572636022142,0.16063378684329,0.0116283585581133,0.151320034357996,0.18475784852941,0,0.262015973227795,0.159928601064921,0,0.0605562257477898,0.0232641394832004,0.401698216607469,0.97302840768081,0.853682017269398,0.165767966127017,0.641930548621474,0.368758695583746,0,0.0478882849301253,0.267200047820759,0.123263791506476,0.141765934956147,0.111434072284089,0.0992235115199379,0.00359005917820066,0.113718212966773,0,0,0.350925226614127,0.131462786563631,0.647068532145238,0.0037431149124956,0.16975715617297,0.0427284774345209,0.0616262252126552,0,0.771086511607569,0.771086511607569,0.27846559215378,0.0857525372855797,0.128440672302054,0.13851267789524,0.102114748481166,0.27846559215378,0,0.0857525372855797,0,0.128440672302054,0.226331520530924,0.13851267789524,0.00273181055379762,0.102114748481166,0
"NB379",0,0.575865917923445,0.693980354094371,0.611529629557479,0,0.167292765923371,0.0264625169601262,0.097275172069288,0.0267351120247835,0.196037398231839,0.00677685055005518,0.132824984629253,0.0884136295711176,0,0.106589807331377,0,0.121966209480308,0.186284281886747,0.0855365753997593,0.261625040573585,0.345036656580547,0.00252454038726574,0.20742531013979,0,0.00422893447760171,0.149044240643962,0.0412743652813417,0.313172804830437,0.123707005149585,0.298955186747404,0.0355587445360676,0.0794349574915346,0.0718709342901888,0.0430710690437376,0,0.092560895687047,0,0.0653686351092567,0,0.109542209948582,0.0895952771113207,0,0.0426917677316032,0.0936821625810571,0.0658018455733189,0,0,0.123839446880344,0.310845822121284,0,0.0395164768300261,0,0.211981440267577,0.00417277949899086,0.0905893871297063,0.404306265684669,0.054000602330328,0.116145566902964,0.186147168305531,0.118079790354252,0.207575778381464,0,0.0520433916300048,0.301790711428028,0,0.0904888448256887,0.0375458560577796,0.212468733971143,0,0.0787872433822638,0.317700516421214,0.0244829323458914,0.0593982485223072,0.0799557144867787,0.104822171769542,0.116683548497829,0.105402362632541,0,0,0,0.0725615509712854,0.0301284296032055,0.0122700986533485,0.407643975462479,0.850955759356038,0.85913904141919,0.139266945627734,0.578082057860634,0.344515562498001,0.00946970103467322,0.0926644702057258,0.316458217561641,0.0274441518941348,0.0561979848687103,0.0602500400487846,0.0787983343526765,0.00270493085795645,0.061392843262976,0.0753614560714318,0.0926716562622462,0.221636890805592,0.0664993913447306,0.585168987042437,0.0174823428887847,0.208039657596793,0.0460770274780462,0.0485202636836221,0.471907037766958,0.0619217142132626,0.0619217142132626,0.213635199517117,0.162715046148627,0.0684831592262954,0.327674500589033,0.0182465534804887,0.213635199517117,0,0.162715046148627,0,0.0684831592262954,0.252536048502662,0.327674500589033,0.00089227862133662,0.0182465534804887,0
"NB381",0,0.335102970930724,0.76264877255514,0.536750507487917,0,0,0.00041128574182036,0.165448138883493,0.0220072413345464,0.194281290726088,0,0.0848081717395274,0.0866682496758856,0,0,0,0.106276373749525,0,0.0674813698787045,0.0809920648680392,0.410976807227386,0,0.162470379152782,0,0,0,0.0606879808990005,0.286323466478064,0,0,0.0275725843485462,0.322396223634015,0.00620886539118732,0.0680464270278957,0.0509824710242574,0.0505941798011169,0,0,0,0.0734602572739014,0.127671173030626,0.028033946494241,0.0443829094416774,0.0813130792514356,0.0281562538059184,0,0,0.10944428386708,0.492707097491752,0.23735122744486,0.0698669806979732,0,0.016592527048737,0,0,0.00936445426598405,0,0,0.188225137454525,0.073495214855007,0.0980350339552077,0,0,0,0,0.0654896929175521,0.112951573238399,0.136779323936204,0,0.0691462093468772,0.124059961885306,0.0530943197220678,0.0822369638890735,0.137374735274539,0.0488004214084162,0.396394597283389,0.30956165851408,0,0.795739306185091,0.696665447906944,0.0463492520518122,0.0905852374935383,0.052697005720339,0.42276847918701,0.991556974375675,0.901934878466705,0.290716056183488,0.488902364727817,0.603605402716611,0,0.0665715156470254,0.228179321913346,0.0650534006478299,0.104352704602963,0.123794542154781,0.118580124595569,0,0.131521670444652,0.02873842044746,0.0164685870135956,0.120779044912951,0.0931067302933219,0.626421577482627,0.0123680720654043,0.160151012362829,0.0794286984144549,0.10591890607149,0,0.886079493284214,0.886079493284214,0.22498162657169,0,0.0444698600117048,0.0881752573646257,0.0362952778015277,0.22498162657169,0,0,0,0.0444698600117048,0.241025621873793,0.0881752573646257,0.0200386574548892,0.0362952778015277,0
"NB383",0.00635095280523271,0.493842570967245,0.770842076434343,0.828632526988287,0,0,0.0224971561280479,0.169610362094264,0.018776026888661,0.175444314246863,0,0.0986564728026974,0.0558756455584615,0.0126164615710183,0,0.030795946229297,0.100412060266277,0.344443910354475,0.137665095324012,0.306863805548241,0.368076234629386,0.0608305332690489,0.167591991744427,0.0196166594509455,0.0271399262635238,0,0.0824264237830839,0,0,0,0.0339223247692112,0.189304993952735,0.000349812442001315,0.0603498885463404,0.0468191424952012,0.0417709599931128,0.116652215661517,0,0,0.0526193563261254,0.153524739511355,0.0189410205852518,0.0341593171365176,0.0514478932816741,0.0277465525684158,0,0,0.0988489052026567,0.375003677628729,0,0.0163709662474026,0,0,0,0,0.117005029885053,0,0,0.127912383056231,0.0181900582629445,0,0,0,0.202017997302133,0,0.0526412129912214,0.0302243259312057,0,0,0.0840411598576997,0.136602426765135,0.172403027303274,0.310684991673138,0.176548193865243,0.020910664016734,0.140031447279879,0.150338912714043,0.0149627952316375,0.462346365032054,0.353019987712366,0.030534747661622,0.0745088803175132,0.0455542118828838,0.429198654387063,0.952693119821023,0.862724118059816,0.166557511863228,0.604317234825861,0.348300287939131,0,0.0637756996296502,0.304538544400275,0.109549569579932,0.135444062691817,0.125834632637518,0.09685949295737,0.0349135865135981,0.120400065946447,0.0572261426017235,0.0943089831356528,0.412952647608575,0.0706043984622141,0.585413877758757,0.0439112124079914,0.257650630794352,0.0535057577679315,0.0693244021389045,0,0.634931629775804,0.634931629775804,0.233814574885017,0,0.141592170991864,0.23357635618484,0.207062323239888,0.233814574885017,0.0522296317511021,0,0,0.141592170991864,0.302403241959222,0.23357635618484,0.0792623822882544,0.207062323239888,0
