"","DeconRNASeq_CBSX.Melanoma.scRNAseq_B.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_MOMF.NBAtlas.scRNAseq_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.1.Iteration.2","B.naive.cells_Subgroup.1.Iteration.2","Macrophages.cells_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.2.Iteration.1","Macrophages.M0_Subgroup.2.Iteration.1","Macrophages.M0_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACanProMet_Macrophages.M1","CBSX_CCLE.TIL10_Macrophages.M1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan_Macrophages.M2","Epidish_TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DWLS_TIL10_Macrophages.M2","CBSX_LM22_Macrophages.M2","Macrophages.M2_Subgroup.1.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","Quantiseq_Monocytes","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","CBSX_CCLE.TIL10_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","CBSX_TIL10_Monocytes","DWLS_TIL10_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","Monocytes_Subgroup.3.Iteration.2","DeconRNASeq_TIL10_Neutrophils","Quantiseq_NK.cells","CBSX_TIL10_NK.cells","CBSX_MOMF.NBAtlas.scRNAseq_NK.cells","NK.cells_Subgroup.1.Iteration.1","NK.cells_Subgroup.3.Iteration.1","NK.cells_Subgroup.1.Iteration.2","DeconRNASeq_LM22_NK.activated","CBSX_LM22_NK.activated","NK.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_NK.resting","CBSX_LM22_NK.resting","DWLS_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","DWLS_TIL10_CD4.cells","CD4.cells_Subgroup.3.Iteration.1","CD4.cells_Subgroup.1.Iteration.2","CD4.cells_Subgroup.2.Iteration.2","CBSX_LM22_CD4.memory.activated","DeconRNASeq_LM22_CD4.memory.resting","Epidish_LM22_CD4.memory.resting","CBSX_LM22_CD4.memory.resting","DWLS_LM22_CD4.memory.resting","CD4.naive_Subgroup.1.Iteration.1","DWLS_BPRNACan_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","Epidish_CCLE.TIL10_CD8.cells","CBSX_LM22_CD8.cells","DWLS_LM22_CD8.cells","CBSX_TIL10_CD8.cells","CD8.cells_Subgroup.1.Iteration.1","CD8.cells_Subgroup.2.Iteration.1","Quantiseq_T.cells.non.regulatory","CBSX_LM22_T.cells.helper","DWLS_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.1","Quantiseq_Dendritic.cells","Epidish_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","DWLS_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.resting.cells","DeconRNASeq_BPRNACan_Cancer","CBSX_CCLE.TIL10_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.1.Iteration.3","CBSX_MOMF.NBAtlas.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Endothelial_Subgroup.2.Iteration.1","Endothelial_Subgroup.3.Iteration.1","Endothelial_Subgroup.1.Iteration.2","DWLS_LM22_Plasma","Plasma_Subgroup.1.Iteration.1","Plasma_Subgroup.2.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","Fibroblasts_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Mast.resting.cells","CBSX_LM22_Mast.resting.cells","DWLS_LM22_Mast.resting.cells","CAF_Subgroup.1.Iteration.3","CBSX_MOMF.NBAtlas.scRNAseq_Neuroendocrine.cells","Neuroendocrine.cells_Subgroup.1.Iteration.1","CBSX_DWLS.NBAtlas.scRNAseq_Schwann.cells","CBSX_MOMF.NBAtlas.scRNAseq_Schwann.cells","DWLS_MOMF.NBAtlas.scRNAseq_Schwann.cells","Schwann.cells_Subgroup.1.Iteration.1","Neuroblasts_Subgroup.1.Iteration.1","Neuroblasts_Subgroup.2.Iteration.1","cycling.Neuroblasts_Subgroup.1.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_cycling.SCPs","CBSX_Jansky_signatures_reduced_cycling.SCPs","cycling.SCPs_Subgroup.1.Iteration.1","CBSX_Jansky_signatures_reduced_connecting.Chromaffin.cells","connecting.Chromaffin.cells_Subgroup.1.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_cycling.SCPs.1","CBSX_Jansky_signatures_reduced_SCPs","CBSX_Jansky_signatures_reduced_cycling.SCPs.1","SCPs_Subgroup.1.Iteration.1","SCPs_Subgroup.2.Iteration.1","DeconRNASeq_Jansky_signatures_reduced_Chromaffin.cells","CBSX_Jansky_signatures_reduced_connecting.Chromaffin.cells.1","CBSX_Jansky_signatures_reduced_Chromaffin.cells","Chromaffin.cells_Subgroup.1.Iteration.1","Chromaffin.cells_Subgroup.2.Iteration.1"
"NB175",0,0.800630805514897,0.752748693137018,0.508293963969612,0,0,0,0.0785768826782332,0.215855878462422,0.218069014562192,0.167554360406278,0.0782727010815841,0.111587075741622,0.201418625999517,0,0.0830086686182437,0.0782678734635529,0.3499303703958,0.514938352450384,0.45931396934883,0.339545121205332,0.1884172456987,0.185272104546025,0.0026986987696718,0.056094809984674,0.186349593857301,0.0783647664136289,0.304343312122113,0.443473496031697,0.210760658698817,0.121631746222931,0.375071184457451,0.141419640611313,0.0360151445454989,0,0.11418858493512,0,0.0072686543831418,0,0.0647960702089418,0.142373953331829,0,0,0.0352479898281579,0,0.0460582176155522,0.0631798689981061,0.0648914377876011,0,0,0,0,0,0,0.215901268617521,0,0,0.0476372600869382,0.191513392768078,0.0675893076550327,0.180011720990824,0,0,0.129908581519811,0,0.0152455945012629,0.0316114982729541,0,0,0,0.257954652159092,0.0585166841529746,0.0695821641372537,0.113389110036354,0.12798558629338,0.0469267862364172,0.087609297820652,0,0.00305451535343135,0.249282158524109,0.110852246332134,0.0909493977894871,0.0765084296864462,0.435186100226343,0.405722978467203,0.854290598525414,0.0671162942348047,0.385548009190116,0.152455402826724,0.0132891701813523,0.109059700408133,0.389418683963585,0.0273583095492437,0.046040655674696,0.0200665096896334,0.0518485583572784,0.057203158547821,0.0517872129102321,0.0377064405235564,0.0507652293001845,0.248993819989713,0.0174272486941592,0.311649357232545,0.158294036485928,0.251168106670437,0.0931860209180347,0.101362034573766,0.67563704786332,0,0,0.199780697985419,0.0908569022097948,0.0291433090013152,0,0,0.199780697985419,0,0.0908569022097948,0.0253631688889067,0.0291433090013152,0.293618490314805,0,0.233506049926885,0,0.155049693866292
"NB194",0,0.99754618706072,0.722767431839635,1,0,0.0317701495684643,0.0422580682369938,0.112236255080318,0.046108795497562,0.188894786937135,0.0162853752185837,0.127470510329037,0.0667405232256583,0,0.0208826084813884,0,0.110669080358914,0.301604556477221,0.109593946170269,0.453136427338554,0.304465615425259,0.00222924394860629,0.228037454876104,0.0191347736639462,0.0142858471232324,0.0740784373035941,0.0255141551846887,0.408203388591878,0.784961574110691,0.109878069989671,0.0372698526686818,0.0689005730085104,0.0716271439118873,0.0489921736460887,0,0.0620127566358454,0.011652463039228,0,0,0.0717489654973637,0.124500913663127,0,0.0511311896968156,0.0595479746237336,0.064106290283609,0.0896748949206453,0.0912213300499624,0.10136311741943,0,0,0,0,0,0.00108296618826917,0.035146078883058,0.121010380135781,0,0.0837329280441782,0.224368142511769,0.284524592833644,0.154286000492505,0,0,0.262946721037132,0,0,0.167497545914628,0.0179655879023077,0,0,0.192400166723483,0.0469498424804461,0.043459779710232,0.105831662298396,0.0483755572330627,0.0142433735893155,0,0,0,0.436985502671774,0.0175748287337766,0.00926041038926195,0.0548369627689405,0.432750328858281,0.893278160808391,0.857297366878798,0.0986055170275999,0.572162433613002,0.2383606016403,0.0281706511590721,0.0904721926340415,0.373717450897154,0.0216475112883761,0.0549308633976678,0.0400743883720421,0.0811484625314479,0.0924611032559318,0.0774913929465123,0.0200059753179399,0.0509491921602251,0.354721249683971,0.0420705044207653,0.521799755397007,0.0514736023640122,0.167185471357003,0.0705787485417446,0.0667443245024559,0,0.836308240844981,0.836308240844981,0.291917527451258,0.0875835326214334,0.0788829733852762,0.0761082265335853,0.0205780421477337,0.291917527451258,0,0.0875835326214334,0,0.0788829733852762,0.233227349741073,0.0761082265335853,0,0.0205780421477337,0.00307930004165531
"NB195",0.0242644240589969,0.420172440681095,0.709390648543364,1,0,0,0.013316658318995,0.238776365761488,0.00968396234161355,0.12370528124592,0.0496391345385988,0.0705157356770365,0.0734795585049317,0,0,0.0523173027652555,0.106968347708877,0.0943940575333587,0.230550935947356,0.273840007146255,0.0777730027161106,0,0.097872682669357,0,0.0212073255099061,0,0.0524465818975675,0.885446005166984,0,0,0.0270105254331989,0.0907015412912544,0.0167602112966281,0.0454897003942696,0,0.0321537404223919,0,0,0,0.0712463186649505,0.0944864541565116,0.0359929585583873,0.0504699458283461,0.0644930791277411,5.15986440750571e-05,0,0,0.103532772066371,0.520441119913257,0.26940202594673,0,0,0,0,0,0.0152681687394781,0,0,0.204317906911479,0.13113137623384,0.104220857212997,0,0,0,0,0.0535336556928472,0.0822855744606694,0.0475117415606562,0,0,0.105247601247125,0.0885760616509024,0.132260206657223,0.188983190147691,0.0246952689663639,0.127407550088432,0.111875745355532,0.00336151755229625,0.612068783573825,0.726159992853745,0.0201599372996569,0.0675071653877764,0.034316373701463,0.460245537697324,0.956030611108579,0.860419662878669,0.165176566166464,0.409794412056783,0.3423326484583,0.0568387394254374,0.0524575623236379,0.319988032372232,0.0904897305087812,0.158488204769737,0.102017537692067,0.0960957212936198,0.139478597119276,0.11792012989748,0.0772985483208937,0.0908718939077563,0.449285225017602,0.0738559476085717,0.551270153776206,0.0443151882522253,0.271844950065759,0.068285585427472,0.061095523360249,0,0.835016239861552,0.835016239861552,0.262197936585521,0.0254811379095545,0.125393002807778,0.101421317679213,0.0417090686895026,0.262197936585521,0,0.0254811379095545,0,0.125393002807778,0.294549742703297,0.101421317679213,0.0213470388982836,0.0417090686895026,0.0510175558623176
"NB196",0,0.736329577781721,0.831680875002102,0.559220907464638,0.0305179271106291,0.0459438179141765,0.0227869028690547,0.254941752905719,0.0247281079417506,0.213204467609575,0.0247499263661527,0.107956542769574,0.0770524589487386,0,0.0106216289221307,0,0.0830536806278458,0.389335463155283,0.268281177122964,0.288403029435445,0.419923358989925,0.0752671035231119,0.187346235149072,0,0.00780452451968775,0.0706966923273572,0.0390265617301299,0.439641680738377,0,0,0.0365160406388459,0.311139369935729,0.0130716737629212,0.022102745320144,0.00669256938728802,0.0641574752463822,0,0,0,0.0472609154066026,0.150507795466633,0.011990380672474,0.0183066892260206,0.07403839601907,0.0223911470978741,0,0,0.0890748788206507,0.198003293631269,0,0,0,0,0,0,0.00510393771203117,0,0,0.119066452924691,0.0460973064752888,0.0944236260157496,0,0,0.16051460047821,0,0.0684206410632877,0.100984748032477,0.356872832614895,0,0.0831021481825779,0.186506249893239,0.0006910849229128,0.0223009994955402,0.123738384275618,0.045801334408979,0.101537907246027,0.196201705987531,0,0.326606240699388,0.218576764467105,0,0.0857644017925819,0.022238223033295,0.421135641411513,0.928018946421427,0.804705007363989,0.070096849639334,0.533023451008359,0.376262883426706,0,0.137965661272381,0.352609883420146,0.0289211086304249,0.065469505852416,0.0897790707195561,0.087771301609189,0.0467815872056567,0.0771756094661117,0.0790023731908345,0.0482326374380628,0.406196785284873,0.0996113462769475,0.526359973852218,0.0124271922215356,0.0954520992300159,0.0662136216516589,0.0571606415113705,0.367772438724707,0.52540130590953,0.52540130590953,0.262404885905282,0,0.113062148161388,0.0385928183469083,0,0.262404885905282,0,0,0,0.113062148161388,0.246951056170477,0.0385928183469083,0.0517229434118887,0,0.0933504658647466
"NB197",0.0700669953120705,0.0996862043256545,0,0.708032447310442,0,0,0,0.0971324183719825,0,0.0878258191128262,0.0709585681064428,0.0908586161417329,0.0902437689236146,0,0,0,0.114101891746086,0,0.0936108689995669,0.170113551953688,0.116083361420709,0.0149266087457046,0.0420056404834211,0,0.111101233846988,0.0155941818116424,0.0643416112209893,0.896232254578388,0,0,0.0349783467649102,0.249701849754745,0.0205354623587112,0.0647642366314641,0.042262026956982,0.0429847185915876,0.00780886244151088,0.00220067996973485,0,0.046970236251221,0.150472702044471,0.052592017849988,0.0197725532408795,0.107092644843763,0.0106641487689932,0,0,0.114790950891467,0.802525572851435,0,0,0.888898766153012,0,0,0,0.0149934388702869,0,0,0.17639105052099,0.0681620237053803,0.0946491313026469,0,0,0,0,0.150883372674521,0.236947640262304,0.222124831121508,0,0.0327514694706424,0.110894667254941,0.0491438118111121,0.145812946827717,0.221381680303188,0.0144800832479035,0.312743079781863,0.286307615453065,0,0.676455437437414,0.528318883502609,0.0103294068245034,0.072122921094828,0.0335255521798729,0.392946357676495,0.965000355786321,0.851266761682104,0.153199376460585,0.436242496749607,0.353556721560786,0,0.0450434069926981,0.270349683531343,0.122042618040067,0.173663962777241,0.119506781702303,0.11169767273589,0.00115005294793942,0.136710135826429,0,0.0551967621902755,0.471299902363182,0.0764151938914654,0.641936562119361,0.0274207325666917,0.333248525651775,0.0637671337997108,0.0988689934510013,0,0.685340309701922,0.685340309701922,0.289892232235274,0.099033934462827,0.18050143204263,0,0.10356851761775,0.289892232235274,0,0.099033934462827,0,0.18050143204263,0.183973851670579,0,0.00129740502697054,0.10356851761775,0
"NB198",0,0.64760021749863,0.52130128898939,0.38811004674523,0,0.0743752198987805,0.00797814425119128,0.137173472517039,0.0720790474801504,0.181252051663243,0.0383873054459258,0.0611986634932411,0.0699646482387576,0.0095703669508087,0.0613904099721242,0.138559678225151,0.0932831729534026,0.192131216853691,0.0524627574200168,0.0637868069546103,0.321651790266885,0.00864375315327671,0.163471043684997,0,0.140151146487433,0,0.126560675348195,0.195309840212311,0,0.139580654864914,0.101089476443693,0.454351858063476,0.0089923842541924,0.129433019490764,0.0762267705104528,0.042017563821287,0,0,0,0.0753667366583565,0.10428602606466,0.0323442366124469,0.0281012623079951,0.0433573450855674,0.0314016719485524,0,0.0365417957900755,0.107540948001995,0.0905645515063123,0,0,0,0,0,0.0425503880859143,0.170458108291073,0,0.0501915159834393,0.189513876821595,0.143892464684256,0.231542878895444,0,0,0.338547564523177,0,0.0223588279354437,0.0501113678560724,0.116119206136353,0,0.0545446559324548,0.159802909548372,0.0867891744124291,0.0748885807328921,0.105636248895046,0.0341883180141403,0,0,0.00737217727323362,0.367384436026639,0.421985039991146,0.0463808912672546,0.0443717193666278,0,0.443990050368563,0.943982576125835,0.895304107280911,0.0548946040599203,0.383349901933131,0.179741665452366,0.0213193248645379,0.0582839761435819,0.332013744443532,0.0211606543782941,0.0575751857704107,0.0934872452020046,0.0682515026586736,0.135150792294757,0.0568586806408841,0.0193437621947136,0.0172510037699478,0.503124472024487,0.055665332030624,0.497526893073102,0.0229145901143518,0.24162976673287,0.084353052456335,0.0477196154032311,0,0.828777393722095,0.828777393722095,0.325878683466148,0.114151897259948,0.153232947652471,0,0.0905846805588498,0.325878683466148,0,0.114151897259948,0,0.153232947652471,0.232295388661306,0,0,0.0905846805588498,0
"NB236",0,0.85176972211088,0.689766618495492,0.421895935457401,0,0.0352782338476895,0.0632952383602581,0.21829377193629,0.0659803179331875,0.165635543677443,0.00692254643182915,0.0744513452161412,0.071232718319496,0.0315310705559638,0.0148088977115995,0.130485663934927,0.0942191270254499,0.443495733799854,0.197914964357984,0.439207122009325,0.194477074511501,0.00846772032416023,0.122208092541821,0.0220215453814536,0.0520016706946265,0,0.0546803315631049,0.556504266200146,0,0,0.0488283677016478,0.285512998318382,0.017604940822833,0.0670423472278325,0.0374164700283887,0.0595886555499552,0.00745616057063288,0,0,0.07325825417569,0.14689256191925,0.0274974655464033,0,0.04935603218169,0.0149318987000466,0.108191197123679,0.0671127248424398,0.097036730332976,0,0,0.188383642335228,0,0,0,0.0819623870805363,0.00968705921509539,0,0.00739458945021669,0.144288108927442,0.141358915814637,0.140698109128686,0,0.00515423931561784,0.258231710809881,0,0.0935530220960159,0.131817720881973,0.234566668270511,0,0.0711389883934655,0.140632460213462,0.0749091420186322,0.104695835395078,0.167431391545743,0.0192501909206683,0.012105983606197,0,0,0.227112246928339,0.0559000758732591,0,0.0254653322862074,0.0422035802979528,0.435321234906944,0.926723833815077,0.841034846957353,0.0584208547622546,0.303612413531662,0.239126245681212,0.0828946623615385,0.0648336686263279,0.350744523454742,0.0219189607993393,0.0611501333350161,0.077027155331078,0.0754815135108065,0.148977732478458,0.0757561314891585,0.0162894671630095,0.031893005415839,0.420105062875558,0.101514263309503,0.493771697482362,0.0358805991532867,0.0208076326578676,0.0418872118450978,0.0367688155353968,0,0.817360917946994,0.817360917946994,0.295942492040987,0,0.066539388526421,0.110976105488635,0.0895123660900954,0.295942492040987,0.0716629765643719,0,0,0.066539388526421,0.250834353736124,0.110976105488635,0,0.0895123660900954,0
"NB239",0,0.393226821013583,0.777987547196101,0.546903364926688,0.00755509758246374,0.0116873457236229,0.0491197405237445,0.221084560177899,0.0242786911700773,0.182900971394165,0,0.130190653531599,0.0678990592022183,0.00873239520073728,0.0140356582742656,0,0.0887799764060492,0.177614174555659,0.164686577376935,0.237015223662401,0.2052003486974,0.0912362966410388,0.186965040676082,0.0123444033370933,0,0,0.0413617604706446,0.148302838130482,0,0.0589685799925255,0.0233047551124334,0.057276252244634,0.0442530843174024,0.0640626787453045,0,0.0939926204923844,0,0,0,0.0784566439883554,0.110633114900684,0.0218609659714266,0.0406893111312507,0.0443176338186758,0.0138583685367597,0.0226752250356279,0,0.0857009180992421,0,0,0.0963894629584403,0.0349312222312833,0.264747256434381,0.147518280070433,0.147891656443069,0.282960785250563,0,0.0894325496337182,0.151498554204252,0.228076730355331,0.0461350018768205,0.070050594727995,0,0.187081230572616,0.0696751182386964,0.111161216973276,0.12850288378362,0.250670306872647,0,0.129423108203094,0.32106186623259,0.0118393503420536,0.134176646561541,0.113576419502839,0.0957841147524398,0.0736453870256178,0.0271942926612545,0.121424942783658,0.254025242646298,0.0913786814192797,0.0841179076346786,0.0408762521865655,0.0432330791344289,0.404729201819785,0.509556292761957,0.757426004988516,0.0855070774182571,0.566069760371477,0.351760589010266,0.0725477818878197,0.093930770960743,0.343894448154441,0.031756867112179,0.0468224645963539,0.0463012439765464,0.0767588579441633,0.00517400666858295,0.0329852181367609,0,0.00378451425623125,0.193736113907453,0.068122720036093,0.525631761226625,0.0445227175188484,0.312328681679375,0.0822232307148157,0.103774731531032,0.836043868734707,0,0,0.119452999587045,0,0,0,0,0.119452999587045,0.0167757320153168,0,0.0884814733730896,0,0.247268804837543,0,0.134681304472767,0,0.164941314236155
"NB241",0.00990632313520182,0.597620983302877,0.748392604486659,0.351829004479017,0,0.00816548393076155,0.017607775909963,0.114723495326921,0.0219703009241171,0.181713055038284,0.0908411732317134,0.0724325410528381,0.101973083773299,0,0.0244407080886577,0.0189613692424646,0.088062440162154,0.209865007911091,0.209106047783209,0.425195999346579,0.257635798762858,0.00493426402805352,0.100415807106536,0,0.0367118152836789,0,0.0539477695367535,0.300850899823652,0,0,0.0339981037572938,0.110573446050372,0.0167776301728546,0.0629515258095148,0.00517534847406236,0.105516361598447,0,0.123077489529743,0,0.0831375707793813,0.104847546229409,0.0541935464652244,0.0528404296255204,0.100310495753979,0,0,0.051503158922262,0.0954513849949624,0.385021001626143,0.214895580229662,0.577195659428658,0,0,0,0.0843362619237102,0.0155854694267847,0,0.0386613792335077,0.201545819522554,0.0480892794136511,0.187215090619398,0.00288323420631186,0,0,0,0.134628755059188,0.108917265564891,0.203266221378546,0,0.0827119026476774,0.346270749328748,0.0313289627964914,0.0677971067106516,0.148779676958853,0.120650132844251,0.143565723766918,0,0.11885994224667,0.554103672528169,0.350197954624192,0.0437690391743649,0.0255997612725391,0.0837280825012505,0.411319537829457,0.864366655403836,0.825043472841285,0.140158927097312,0.568483254745673,0.377779205754932,0.00683709178981311,0.0349991349414096,0.315430604286984,0.0187016877119323,0.0825019075966261,0.0933441903844957,0.0974759705543832,0.011246912094804,0.0742207650870685,0.00444893629437401,0.0246834793813221,0.312276624217119,0.0730346484614702,0.617018126532656,0.00721804012149207,0.164302410106813,0.0250762153925525,0.0376511816184346,0.333833291310032,0.144820527964501,0.144820527964501,0.204675638120303,0.16565373494423,0.00655390766143532,0.296922615400807,0,0.204675638120303,0,0.16565373494423,0,0.00655390766143532,0.273450359603106,0.296922615400807,0.105393928248091,0,0.090780998839841
"NB242",0.0560380223278326,0.499796842531898,0.784769978058315,0.210755013533443,0,0.0414085927721753,0.041611747094883,0.201138087363271,0.0133474457545969,0.115590178034878,0.01599998881691,0.0923309126801301,0.0764594823504751,0,0.0127310446398689,0,0.0987023149360998,0.393789598792398,0.00758689680003011,0.36464895860954,0.229071264560925,0,0.0950278192180929,0,0.00470648692801114,0,0.0553699484626142,0.32247492247812,0,0,0,0.119386905583034,0.00769478984941835,0.0527342627326927,0.030163106651182,0.0732534817544782,0,0.0819226777573597,0,0.0797737352031326,0.0925756568001891,0,0,0.0225895045730014,0.0384647256941802,0.0173384776520935,0.147257155233019,0.122321833893884,0.46642371339872,0,0.65035174590285,0,0.0318439244752308,0,0.0833409341850572,0.0930012051817016,0,0.0403615854904319,0.211242477145614,0.174664572832978,0.18030456808611,0.0208968016639864,0.030499833205165,0.210523535013674,0,0.0865794505140835,0.150940833714037,0.176289452051484,0,0.066766493694261,0.216370279301796,0.0390116621556312,0.143616606774603,0.160033596159346,0.0621577855671708,0.15602725607796,0.0196942746614809,0.0530976889560195,0.548920664283669,0.311022585404967,0.0384363768042336,0.0466460041753852,0.0253301256267708,0.402240300523166,0.94690231104398,0.806860690133257,0.18657324441778,0.522836529312757,0.349042434100501,0.0762382879075953,0.0564997290628289,0.336488249102024,0.0123890914174665,0.0642507716124154,0.0796004023823718,0.0977975451156006,0.00673679668618419,0.0759304775453526,0,0.0279756293223171,0.289791981147879,0.0468657660855508,0.595037065816733,0.0250998593180979,0.178609338075863,0.049079735616653,0.0607384590869037,0,0.688208394660382,0.688208394660382,0.24504646848018,0.00459832352326429,0.114908330706483,0.307193281816354,0.0947295371862634,0.24504646848018,0,0.00459832352326429,0,0.114908330706483,0.209990470196172,0.307193281816354,0,0.0947295371862634,0
"NB243",0.03479305718983,0.460097382320991,0.699146316256257,0.320230679027956,0,0,0.014468834418794,0.198585462078331,0.0131352949163714,0.136595409414602,0.0960675608840297,0.0496460160367131,0.0951385936094915,0,0.00714575525900682,0,0.102535648487736,0.0773298773283646,0.219513823531344,0.390760068770259,0.161927115316137,0,0.136091344641958,0.0502439303063367,0.0489829112368282,0,0.0611420765105966,0.202609291594519,0,0,0.0135524007980085,0.271070912713532,0.0222211971721296,0.0851046882419492,0.00952599678550375,0.101733500736042,0,0.0844892511977127,0,0.0560900960793437,0.110866567787406,0,0.0498912271711675,0.0665899462567289,0.0405513054666597,0.030293924340742,0.059189440590847,0.108348110181488,0.462502031569532,0.251870772506914,0.32588541731703,0,0,0,0.0884062989979292,0.105304591171262,0,0.0574996995539756,0.195582512818833,0.138740847408776,0.0991649268792022,0,0,0,0,0.041979055924304,0.100019549803591,0.0639174353281817,0,0.0500639868094211,0.323477162086902,0.0730256049300651,0.0502322894659685,0.12621547980468,0.0574790930881109,0.0682426271874318,0,0.174552547123703,0.716568741140474,0.473425541397943,0.123984145821508,0.0313122964446309,0.0115991608432952,0.41559493220731,0.819726083873196,0.822224019599201,0.117120059600169,0.45354772551209,0.376810212584981,0.0257367895956313,0.072501549654555,0.37167053116406,0.0165961185289667,0.0602201564303543,0.0760315911417085,0.0933107999719159,0.0733917382134656,0.0867926963974516,0.0382528610885011,0.0733457312583526,0.395277572405256,0.0329913539525276,0.562885878746109,0.0434994782727251,0.244634933461453,0.0500217772610985,0.057438256972061,0.496917097855578,0.0943008797509927,0.0943008797509927,0.208815183506464,0,0,0,0,0.208815183506464,0,0,0,0,0.294267718637958,0,0.240870184279418,0,0.0486761610049036
"NB244",0,0.746733577083571,0.585963193704674,0.64403530471412,0,0.0328452230424911,0.0494546184364732,0.170387545645132,0.0625733111777255,0.193554323520634,0.00141503216240202,0.112839845521867,0.0561136351121853,0,0.0431907197838916,0.0636943060305427,0.0728634575942357,0.267413690836396,0.202962809504762,0.0324475671458006,0.283133819117691,0.161617890379286,0.139482512365604,0.0227313248002718,0.0251449390081878,0,0.0775925141406889,0.149529025382996,0,0.20404690419424,0.0586008530133171,0.200226296694757,0.0301959239765077,0.0506424518280032,0,0.102795862227797,0,0.0587577093275074,0,0.0794728201112002,0.138036284716544,0.0257193792146848,0.00877140128330971,0.0467266132075273,0.0283111780850916,0,0.100508927286206,0.123924014155932,0.163499826542925,0,0,0,0,0,0.0743791783404969,0.00367741239870628,0.0973004488195734,0.083152357491904,0.122212466490661,0,0.190808823857389,0,0,0.388891867287139,0.0939463992950848,0.079737618162367,0.0760627694621865,0.225024378564053,0.0446925705650418,0.117713417046336,0.310367241312735,0.154149179188126,0.101101374133702,0.137255505470612,0.11453945567376,0.000983843784766274,0.0562413871130229,0.455293131912275,0.572012811931185,0.315100442328655,0.245749130538338,0.0202594755806091,0.0184548084414339,0.456020391541789,0.196638173307411,0.835191100026943,0.0821392691291734,0.365019423733102,0.353306956329127,0.0709301687785734,0.104126368678486,0.35786563211104,0.0391214522077361,0.0835548164134096,0.0822647810001847,0.0622276075431022,0.10541783982909,0.0347605655831736,0.0156989866360806,0.0256293031683221,0.326983510765692,0.0120289681716723,0.384650003810798,0.0817954771509575,0.170779186069015,0.0824910576706956,0.0716679542609195,0.614499392468427,0,0,0,0,0,0,0,0,0.0237711346863059,0,0.249934608913747,0,0.285733284922597,0,0.164334619929214,0,0.195665952741743
