"Bridge"	"connecting Chromaffin cells"	"Neuroblasts"	"cycling Neuroblasts"	"SCPs"	"cycling SCPs"	"Chromaffin"
"SNCA"	1.06451759946247	1.72842643748662	0.243091562430044	0.296178395738231	0.635535237978719	1.13475004795785	1.16595773544103
"DDC"	0.88818924284711	3.39910817472542	0.612978094465715	0.779188953698753	0.112415320570899	0.0855184947216116	3.20173772951352
"EPAS1"	0.65568492097211	1.67171023540819	0.593973962920202	1.0246049511232	0.12697810922883	0.111206114381534	1.04142168758511
"GPR139"	0.0650888147006376	0.723406418313356	0.0764459881995279	0.122264982182516	0.0122836853608672	0.0148065649412539	0.444292535061711
"MEG8"	5.49998245769003	9.22008886053859	2.82663573361324	4.4532199609364	2.18395079023209	3.73236833153195	13.2938673840668
"RP11-123M6.2"	2.83889911734845	6.72545686602751	1.48088571948013	2.01172960964046	0.581357831660283	0.73817358585037	10.4931004822842
"AFF1"	0.772067532918522	1.79530613986566	0.579636315230541	0.740484371661163	0.346773037087975	0.537712152563947	0.897954810846977
"MEG3"	17.5752274028056	31.5423239350594	11.1134287418574	14.0270348213905	5.19472776892533	5.65939580839191	50.7328860534863
"SLC18A1"	1.79687899535803	3.62547190721427	1.27687616129356	1.31296349930853	0.128576800802799	0.171354653160223	4.32433524282896
"KCNQ1OT1"	3.47144906257715	4.89970589945496	1.06343847226994	1.07499332526283	2.11074315218687	3.22772727277379	10.0896665401368
"LZTS1"	0.217295564065676	0.687660290676657	0.282082280814421	0.457468096425736	0.10129763023341	0.207953305626491	0.399002886521246
"AL132709.5"	1.39218377956791	2.97752816563659	0.959197125951038	1.50943461679488	0.62204969271183	0.876247186355545	3.75669959191333
"KCND3"	0.0213402636116895	0.572269695807404	0.00892530722369403	0.16409062651806	0.0131674193302663	0.0182497663974131	0.776954167338252
"HTR1E"	0.732517259389075	0.914215720303914	0.227737396308735	0.41493484769041	0.189448979704102	0.173117247168756	0.452760063600131
"GRIK3"	1.13209027258237	1.7867256480485	0.304484122492103	0.549605523962674	1.27445479615175	1.68691315901387	1.87281415890543
"CCSER1"	6.12598861595076	8.08682265319124	2.17024691086254	3.49377169589063	0.3943942520229	0.294109558547408	15.3251965372434
